,ID,Tweet,Affect Dimension,Intensity Score,target
468,2018-En-03519,@wildpawspics @starbeeston Don't miss out today then 👍💻😋\n\nThey are soooo yummy 😆,joy,0.565,0
469,2018-En-03176,Ot6 still exist? #julid #deletesoon ,fear,0.387,0
470,2018-En-03100,Working with alergies is the most miserable shit in the world #miserable #alergies,sadness,0.818,1
471,2018-En-03477,@bitterbottom Such an amazing pic 😍,joy,0.8170000000000001,0
472,2018-En-03835,@RegPCB I like a world where Love Island drarms is the worst thing I've got to worry about.,fear,0.35,0
473,2018-En-03153,@tarabrazil2 Guess who got a ghd now😃😃 no need to dread coming up and getting ready in mine with my boots straighter,fear,0.308,0
474,2018-En-00846,@morninggloria You always look more #adorable 😉 after trip to Canada.,joy,0.677,0
475,2018-En-00746,"@bolarotibi @jamesatye @jacksonhull @danielmarion We're done! Interesting, informative and exhilarating 😄 #CollabAndComm",joy,0.688,0
476,2018-En-00923,"@iamsiroberts Go and see the hell hole which is Halton, now that'll depress you.",sadness,0.805,1
477,2018-En-00903,"we all think about it, some more than others \n\n#death #sad #depressed #suicide",sadness,0.877,1
478,2018-En-03961,@KatSekhotho @Lemii_LoCo Can you falter Katli?,fear,0.345,0
479,2018-En-02606,u can get an oreo shake at burger king,fear,0.196,0
480,2018-En-03156,seeing sope perform otsukare always makes me happy no matter how much of a bad day I have,fear,0.172,0
481,2018-En-01166,"no offense to those who love k culture, u can love it all you want bbs!! 💖 but i just personally want to get to know my own country's-",fear,0.281,0
482,2018-En-01708,Happy bday @Dineo_Jazzz . You legit the big sister I never had 😌 have an amazing day dude 🙏🏽,joy,0.7190000000000001,0
483,2018-En-02359,"And this, our life, exempt from public haunt, finds tongues in trees, books in the running brooks, sermons in stones, and good in everythin…",fear,0.38299999999999995,0
484,2018-En-00412,deni &amp; i on here be4: known as friendship goals by all our adorable mutuals 💘💗🙆🏻✨!⭐️™\nus now: tweets three times a day about depression,sadness,0.289,0
485,2018-En-01935,@ChipotleTweets Never a good experience at 919 E Fort Ave location. I never learn because I love chipotle #terrible #badservice,fear,0.258,0
486,2018-En-00066,@AmyAndrewsFOX2 Good morning Amy #smiles  😀 It's good to be a @Lions fan. ☕☀👚👠😎😘,joy,0.7190000000000001,0
487,2018-En-03433,A little of # yoga for a #happy day!! #Noeishappy #yogagirl #yogaeverydamnday #namaste #grateful #blessed 🙋😊🙏,joy,0.71,0
488,2018-En-01026,"As you start and end your day, be thankful for every little thing in your life. You will come to realize how blessed you truly are.",joy,0.515,0
489,2018-En-02061,"fallen for the temptation that is @alwayssunny, brilliant show! #hilarious",joy,0.6409999999999999,0
490,2018-En-00525,just watch a revenge movie or write it down in a journal and let it all out,anger,0.266,0
491,2018-En-00462,Grind smarter.  #Hustle #Grind,sadness,0.20800000000000002,0
492,2018-En-00446,omg they said kyungsoo looked gloomy and his instant smile after that i'm melting,sadness,0.22899999999999998,0
493,2018-En-02750,@ButUCanCallMeZ I always wondered your feelings on this and I'm so glad to hear it. 😊,joy,0.672,0
494,2018-En-03074,"@dwarsrivier_SA Welcome to the industry fellow #guides! Expect a future of #excitement, #hairraising tales and just allround #fun! :D",joy,0.561,0
495,2018-En-02403,"@lidl_ireland What a wonderful experience in #Trim. What a star ⭐️#Joileta is.  She made my shopping a wonderful experience, helpful ",joy,0.677,0
496,2018-En-01531,"@chrisdrunkpoets @MusicHourUK 💞🛸✨ Love your new music Chris!!!🌟🎯🍎It's otherworldly, like you!! #awesomeness 🦄🧜🏽‍♂️🧜🏽‍♀️🧙🏽‍♀️🧙🏽‍♂️✨🔆",joy,0.7659999999999999,0
497,2018-En-02638,huddling before flames\ndon't let poetry scare you\nproduction is wild\n#haiku,fear,0.33299999999999996,0
498,2018-En-03980,And all the bullshit in your live ends and nothing will bother you ever again #depression,sadness,0.825,1
499,2018-En-01656,@Arquipimp 😂😂😂😂\nU mean overprice English clubs\nReal Madrid see bayern as no threat then look 😂,fear,0.259,0
500,2018-En-02453,A box of 80 @krispykreme donuts.... #awesome \n\nNow that is how to celebrate a birthday!! Happy Birthday!! \n\nNeed celebration donuts now!,joy,0.773,0
501,2018-En-02494,@bravoallstarz looks like it's going to be an amazing season #cheer,joy,0.516,0
502,2018-En-01653,who needs an alarm clock when u have an excited puppy jumping on you every morning,joy,0.672,0
503,2018-En-01616,I felt myself #laughing so hard in my sleep ...now I don't remember why🤦🏾‍♀️😂😂😂,joy,0.609,0
504,2018-En-02443,@joeAlane @KayleyHignell Think too timid. I think a £50 fee for all for ETs as suggested by @Wonkypolicywonk is way to go.,fear,0.34600000000000003,0
505,2018-En-00317,Three more shifts then I start the next part of my tutorship in response #enjoyingthelastfewdays #excited #nervous #newchallanges,joy,0.578,0
506,2018-En-00645,I can not watch @BobsBurgersFOX  on my lunch anymore. I am laughing way too much by myself for this to be acceptable. #crazylady ,joy,0.6559999999999999,0
507,2018-En-02363,"Fear not @lisajnc1951, God is with you, don't be discouraged, for He is your God, He strengthens and helps you at all time. Is 41:10",anger,0.129,0
508,2018-En-00789,"I was deeply struck with her very presence,expressions &amp; soul-penetrating performance.I was lost in her #bliss #NinnuKori  @i_nivethathomas",joy,0.677,0
509,2018-En-03303,Dean Fujioka's History Maker is on Spotify as well as Breaking Benjamin's Dear Agony. #amazing #wonderful #iloveyouspotify #noonecaresbutido,joy,0.6970000000000001,0
510,2018-En-03862,@kimberlee__xox awe thanks you so much ❤️❤️ love you too,fear,0.161,0
511,2018-En-01262,Rewatching RKellys trapped in a closet series 😂😂😂 #classic #hilarious,joy,0.563,0
512,2018-En-00824,"Nole, you just can't go easy on a girl's heart can you? #Wimbledon ",fear,0.389,0
513,2018-En-01578,"@AvrilLavigne Mom A. i saw ur insta, why? ur picture black in white, but☝ it's nice ur smile :) winner💕💕🌸🌸🌸",joy,0.625,0
514,2018-En-00735,@MarcMero Happy Anniversary!! Have a great day!!,joy,0.625,0
515,2018-En-01686,You guys like my mask? I call it a 'smile' 🙂 #INFJproblems #INFJ #adulting #workingthroughthepain #life #love #joy #mask #smile,joy,0.516,0
516,2018-En-02890,"Creator, Jack Dorsey: 'The definition [of #Twitter] was 'a short burst of inconsequential information,' and 'chirps from birds'.'",anger,0.22699999999999998,0
517,2018-En-02309,and CLEARLY all this #breathless coverage isn't covering the REAL #Collusion story - #DNC &amp; #UkraineCollusion !!,fear,0.379,0
518,2018-En-02478,@IvankaTrump What's up w the profile pic?? ,sadness,0.231,0
519,2018-En-02944,i do love shack shake,anger,0.139,0
520,2018-En-02585,@huedrinkwater happy birthday cuzy xxx,joy,0.672,0
521,2018-En-00723,"Happy 12th birthday to my Neopet! #retro\nHappy 75th birthday, Harrison Ford! #legendary\nHappy 80th birthday, Krispy Kreme! #delicious",joy,0.6829999999999999,0
522,2018-En-03537,We are #successful the moment we start toward a laudable goal #JBenson #success #quoteoftheday #happiness,joy,0.629,0
523,2018-En-02100,When you're saving loads of money not drinking so you start buying ALL THE THINGS #sobergirlproblems  #sobriety,sadness,0.23800000000000002,0
524,2018-En-00963,Tweet at me some cool #madden clips u got,anger,0.21,0
525,2018-En-00146,"@PressSec Psalm 128:1\nA Song of Ascents. Blessed is every one who #fears the #Lord, Who #walks in His #ways.",fear,0.313,0
526,2018-En-01902,"Me and @DicksonEmily's snap streak is at 260, if that's not amazing I don't know what is #commitment",joy,0.741,0
527,2018-En-03394,"Summer is drawing to a close. It's been incredible. Build your life on dreams, kindness, hard work &amp; imagination. #manifest  #music",joy,0.688,0
528,2018-En-01173,Dear Emma its my honor to communicate with you directly kindly give me this tremendous opportunity to chat via Whats App 00966504634031 thx,fear,0.23199999999999998,0
529,2018-En-00210,Don't be discouraged.,sadness,0.28300000000000003,0
530,2018-En-03493,I want a whole show of @chrislhayes just reading emojis. #adorable #inners,joy,0.547,0
531,2018-En-01142,"@bobandtom @chickmcgee1 @ThatJoshArnold  Not religious, but a game that the Inuit women play - first one to laugh, or breathless, losses.",fear,0.35200000000000004,0
532,2018-En-03520,"Oklahoma, South Carolina, Idaho, and Louisiana I'll see you this fall 😍 #excitement",joy,0.758,0
533,2018-En-00951,When you're on a diet and your whole family orders pizza. ,fear,0.281,0
534,2018-En-01316,The formula of happiness rather than inertia. #elated,joy,0.594,0
535,2018-En-01814,@Kazalex_ Happy birthday hope you have and amazing day!,joy,0.7659999999999999,0
536,2018-En-02168,"What's wrong is always available so is what's right, you decide on what to focus. #success ",fear,0.33299999999999996,0
537,2018-En-02525,@CeeCee151 This is ☀️this is clouded sky 🌥😂😂😂👍🏽😁👏🏽,sadness,0.28,0
538,2018-En-03110,#moist people aren't #offended by a little typo.,anger,0.297,0
539,2018-En-03847,@RRakoto42 It only took me 39 seconds to fly over Mozambique. #awesomeness,joy,0.621,0
540,2018-En-02837,Be strong. Stay positive. Make them wonder how you're still smiling.,joy,0.565,0
541,2018-En-03130,'I think our dreams can motivate us more than our fears can paralyze us.'  ~  Chris Hogan  #dreams #fears #life,fear,0.317,0
542,2018-En-01964,Gm and have a  #Tuesday!,sadness,0.212,0
543,2018-En-02435,dark lucha truly is the best,sadness,0.239,0
544,2018-En-02325,And plz don't hesitate to come in. We have a translation\nservices either. We all are waiting you to come!,fear,0.19399999999999998,0
545,2018-En-01594,"Wonderful morning at my best friend's house.  She's at work! I'm writing, eating her delicious fresh bread &amp; cake &amp; drinking fresh ☕️ ",joy,0.79,0
546,2018-En-00343,love to see them interacting 😸🙏 #itsbeensolong #laughing,joy,0.652,0
547,2018-En-00106,@shlmrie ohh im so kiliigg HAHAHA #flattered thank youuu! 💛,joy,0.677,0
548,2018-En-03135,@Shaftesbury_LRC Genius! Love the poster 😃. The #excitement is on for next Monday 😃,joy,0.75,0
549,2018-En-01042,Hate mail... gotta love it!\n#hate #writerslife #justsaying #begin #start #lovemylife #PositiveVibes,fear,0.31,0
550,2018-En-00539,Dro is everything to me ,fear,0.20800000000000002,0
551,2018-En-00939,"@INFOSMESSl Happy birthday, hope you have a good day!",joy,0.7659999999999999,0
552,2018-En-03762,I'm so proud of myself for having a productive morning 😥,sadness,0.14800000000000002,0
553,2018-En-03975,"@NJ_1288 To spread some cheer in your colleagues otherwise dull life? It's like 'hey dude u got no chills, here have some email' 😜",sadness,0.17300000000000001,0
554,2018-En-00243,"You are MINE, my baby, my headache, my love, my smile, my frown, my wrong, my right, my pain, my happiness, my everything.",sadness,0.14,0
555,2018-En-01331,This is the day the Lord hath made! I will rejoice &amp; be glad in it!,joy,0.797,0
556,2018-En-00501,Living downtown for the first time while #tiff is happening. Schedule is out today! #excitement #thechildrenact #StanleyTucci #EmmaThompson,joy,0.6759999999999999,0
557,2018-En-03358,Having fun today at Mad museum Stratford upon Avon ,anger,0.172,0
558,2018-En-00454,New #madden franchise league on XB1 coming soon Follow &amp; DM if interested full 32 team league 1st 5 help decide rules &amp; rosters,anger,0.281,0
559,2018-En-01248,Hello everyone! How are you? Sinong excited na for live shows? Hahaha don't worry we are too 😃😬,joy,0.625,0
560,2018-En-01427,i'll never delete someone off facebook. it gives them a satisfaction that someone intimidated and i most certainly am not.,fear,0.38,0
561,2018-En-01875,Chicks I don't even talk to look up to me. #flattered,joy,0.507,0
562,2018-En-00987,"EAHelp: mcmalveiro Hi Miguel, that's awesome! Thank you very much for updating us! 😄 -Claire",joy,0.7340000000000001,0
563,2018-En-01712,It takes less #muscles to #laugh than to #frown - stops facial &amp; mental aging too! Laugh strongly &amp; often to #lead effectively! #leadership,joy,0.516,0
564,2018-En-03950,131: Lyttleton: Love can hope where reason would despair.,fear,0.3,0
565,2018-En-02953,It's now raining and I can hear thunder growl somewhere. Good day to read some more.,sadness,0.196,0
566,2018-En-02266,My new alarm is praying. I wake up in the morning feeling like @KeshaRose oh 😍 evolution,fear,0.33299999999999996,0
567,2018-En-02110,They cancelled Chewing Gum. #devastated,fear,0.311,0
568,2018-En-01809,It's my time to shine 😅,joy,0.7190000000000001,0
569,2018-En-01070,This officer is a hero! 👏 #dogs_of_instagram #adorable #doglovers,joy,0.532,0
570,2018-En-01282,"I was smiling yesterday, i'm smiling today, i'll smyl tomorrow, bcoz lyf s too short to cry for anything, we nid to be strong.",sadness,0.22,0
571,2018-En-02145,"So excited for tonight, I actually feel a bit sick 😅",joy,0.625,0
572,2018-En-03542,"@catherinerusse2 ooh, how I'd dance with glee around the living room if you emerged from the Tardis at Christmas!",joy,0.6409999999999999,0
573,2018-En-00303,@honeyfriess Now that's a #HappyThought to start your week!,fear,0.057999999999999996,0
574,2018-En-04377,Horny. Anyone? #horny #bi #sex #london #snapchat #gaysnap #hornysnap #snapchatgay #snapchathorny #gaysnapchat #hornysnapchat #snapgay #snap,fear,0.304,0
575,2018-En-01064,"@Liz_Hanbury Oh no, jumper on again, has it turned colder? 😟 Have a terrific day🙋🏼🌸🌼🌻💕💕",sadness,0.175,0
576,2018-En-03842,"We may always rejoice, if we will only keep our head a little raised above the flood of human things. -St. John Chrysostom #quotes #joy",joy,0.6409999999999999,0
577,2018-En-03500,I'm blessed with a wonderful older sister I'm so happy,joy,0.8909999999999999,0
578,2018-En-00210,Don't be discouraged.,anger,0.20600000000000002,0
579,2018-En-00751,#alarm Bel OC Limburg 157901 - Unknown address,fear,0.31,0
580,2018-En-03189,"@johntassparker Well, at the time, I think there was that concern. Now it is all bright and shiny with a price tag to match.",anger,0.203,0
581,2018-En-04015,@jennvalley14 There would be no hesitation in naming 50 other things I'd rather be doing rn,fear,0.359,0
582,2018-En-04377,Horny. Anyone? #horny #bi #sex #london #snapchat #gaysnap #hornysnap #snapchatgay #snapchathorny #gaysnapchat #hornysnapchat #snapgay #snap,sadness,0.17300000000000001,0
583,2018-En-01689,"My head is anointed, my cup runneth over Don't pour from an empty cup #delight #love #joy",joy,0.75,0
584,2018-En-03523,Goodevening 😆,joy,0.531,0
585,2018-En-00665,@DobreLucas You always make me smile 😌,joy,0.7809999999999999,0
586,2018-En-03282,@TheSocialCTV I'd never leave the couch again! #excited and #weary ❤️,joy,0.6409999999999999,0
587,2018-En-02503,@turabelamedi Wayyyyy wayy wayyyy!! 😄,joy,0.688,0
588,2018-En-03579,"I've struggled to figure out how lightning works, but then it struck me.        #laughing #lol",joy,0.563,0
589,2018-En-03552,@Dansgaming YES!! I love making my own coffee drinks at home! #super  !!,joy,0.7340000000000001,0
590,2018-En-01189,My hittas a shake the spot if I point my finger,fear,0.3,0
591,2018-En-00240,I love swimming for the same reason I love meditating...the feeling of weightlessness. ,joy,0.606,0
592,2018-En-01218,"I met a new neighbor, bonded with another neighbor all due to the eclipse #blessing",joy,0.6559999999999999,0
593,2018-En-00601,Happy birthday🎉🎉❤️😘 @courtneymcm142 I love and miss you bunches &amp; hope you have an amazing day beautiful!!🌞🌸💗💞,joy,0.773,0
594,2018-En-00283,😍🤤😍🤤😍 #foodie #yummy #halalfood \n(twitter saw,joy,0.531,0
595,2018-En-03609,@YummyMummiesAU LOL 😍 This show is so funny,joy,0.7809999999999999,0
596,2018-En-00210,Don't be discouraged.,fear,0.321,0
597,2018-En-00086,@16_vica #strange but #amazing but I #love your #pictures 😍,joy,0.727,0
598,2018-En-03336,"A pineapple is neither an apple or a pine. It is, in fact, a large berry.",sadness,0.19399999999999998,0
599,2018-En-02452,Real happiness comes from the person who you truly love the most.. 😍 #071117,joy,0.7809999999999999,0
600,2018-En-00453,I wanted to become the top idol! I will make everyone happy so cheer on me a lot♪,joy,0.7340000000000001,0
601,2018-En-01605,@Mike_J_Lord You're welcome 😃,joy,0.5479999999999999,0
602,2018-En-03078,"Easy day at school today; last rehearsal before the show tomorrow... #excited to play #Nancy in #Oliver, then straight into new project! 😍",joy,0.8590000000000001,0
603,2018-En-04185,zayuuum...bey's tatas got huge lol😋 #yummy,joy,0.613,0
604,2018-En-01728,@myouimina U r but idk to what extent u can go with teasing me 😃 u love it too much.,joy,0.531,0
605,2018-En-03157,"#AmazonPrimeDay2017 is basically my new favorite holiday.  GPS watch, food storage, pet toys, books acquired! @amazon #happy #shopping",joy,0.7879999999999999,0
606,2018-En-02483,@mrsebastian696 @Twitter HAPPY BIRTHDAY!! :D,joy,0.594,0
607,2018-En-03350,@LifeWithSelG #Despacito u came into my life\nur aroma flared my life up\nur almond-eyes makes my #Pulse gushing\nur #smiles gleam me bright,joy,0.6559999999999999,0
608,2018-En-00847,"@KatRamsland 'call to action by TV host John Oliver, who urged viewers to leave comments expressing their displeasure at the FCC's policies.",fear,0.39299999999999996,0
609,2018-En-00544,@NathanSykes Happy Tuesday. I hope you have an amazing day. Proud of you &amp; blessed to know you. You make my world better by being in it.❤️,joy,0.903,0
610,2018-En-03193,@coachforward Respect breeds cooperation whereas fear breeds doubt. Well said,fear,0.318,0
611,2018-En-01009,U know what's very pathetic? The fact that I dearly miss my professors but they probably forgot about me already. #sad #:(,sadness,0.935,1
612,2018-En-01873,im back lol #revenge,anger,0.29,0
613,2018-En-01139,#happiness is a by- product of an effort to make someone else #happy.  - Gretta Brooker Palmer,joy,0.574,0
614,2018-En-00348,"My life has been a #crazy, #painful, #awful journey full of #disappointment, #harassment &amp; #abuse",sadness,0.8909999999999999,1
615,2018-En-03685,@TuckerCarlson I love how you are #relentless,anger,0.141,0
616,2018-En-03813,Don't ever frown upon someone chasing a dream. Remember you were once chasing one too. HUMILITY ......,anger,0.27399999999999997,0
617,2018-En-04108,@TheSarahFader I don't even log on sometimes. ,fear,0.32299999999999995,0
618,2018-En-00920,Unrealistic expectations attract disappointment. And that's what you were #disappointment #sad,sadness,0.86,1
619,2018-En-02020,I am so ready for an #adventure starting to get #bored and #restless need a buddy to #explore with someone who likes to do new things,fear,0.138,0
620,2018-En-03612,Going over the #script for this weekend! Can't wait to start #filmming! #actorslife #ActressLife #actress  #horrorfilm #HorrorMovies,fear,0.35700000000000004,0
621,2018-En-01164,"Music is so empowering. \nit can literally bring people tears, smiles, laughter, and so many emotions",joy,0.682,0
622,2018-En-02004,"Wear a smile, one size fits all. #inspire #simple #simplethings #motivation  #health #healthcare #relax #goals",joy,0.672,0
623,2018-En-03366,Free yourself from the poisonous and laborious burden of holding a grudge. @SteveMaraboli #quote,fear,0.345,0
624,2018-En-03711,@jaimitoelcrack7 Seriously...I've been sitting here for five minutes watching this in awe. It never gets less amazing.,sadness,0.155,0
625,2018-En-03128,"I follow this famous chick on snap and she put 'I'm snapping back' &amp; next snap says 'dudes stop sending your peepees, it's not cute.' 😂😂😂",anger,0.25,0
626,2018-En-02665,"@sanga_wardene Probably, the way you converse...sounds funny, and I can't suppress a giggle. 😊",joy,0.563,0
627,2018-En-03729,Frick! @dalebrisby is hilarious! Lovin his portrayal of a rancher picking up feed bags &amp; climbing over the panel! 😂😂 #peedalittle #laugh,joy,0.7809999999999999,0
628,2018-En-03017,#funny #quote #joke Hilarious joke quote of the day! For more funny jokes pics and great humor quote,joy,0.547,0
629,2018-En-04060,@dp_srk_rk It's going 3 only. He has berdych tomorrow. Nothing to worry. Easiest draw,sadness,0.17300000000000001,0
630,2018-En-00389,Enjoying #StarGateSG1 on @WatchComet.! 👍🏼😊📺\n#Stargate #SG1 #Watchcomet #Comettv #syfy #scifi #sciencefiction #tv #freetv #antenna #enjoyment,joy,0.597,0
631,2018-En-03140,Happy happy birthday to the girl who never fails to brighten up everyone's day! Thank you for everything! I'll always be here for you. 🤗,joy,0.875,0
632,2018-En-01688,@rachcolours But smiling 😄☔️,joy,0.606,0
633,2018-En-01012,@itsjordansroom Good Morning to you as well Miss Jordan!! Have a cheerful day!,joy,0.688,0
634,2018-En-04099,"@tays5h happy birthday baby, i wish you happiness in liiiiife☁💙✨",joy,0.8590000000000001,0
635,2018-En-03287,Cream tea @NTColbyGarden #delicious,joy,0.547,0
636,2018-En-01110,Do not judge between people when you are .,anger,0.273,0
637,2018-En-01984,Rise and shine #alarm #autotweet,fear,0.25,0
638,2018-En-03504,Would be ever so grateful if you could record Garden of Forgiveness gentleman @LukeGoss @mattgoss #amazing,joy,0.621,0
639,2018-En-03795,I've come to the conclusion that @AmericanDadTBS is the best #animated #show ever. It really knows how to #tickle my giggle muscle.,joy,0.667,0
640,2018-En-03185,When your at work and the button comes off your shorts 😐  #fatty,fear,0.317,0
641,2018-En-01271,@MargoGray48 @waff48 @trentnews @katcampbellwx Good morning Margo! We are😀have a terrific Tuesday dear,fear,0.268,0
642,2018-En-00616,Happy Winning Wednesday!! Each day is a day of new possibilities. Keep pushing and keep your head up. #live #love #laugh #reachforthestars,joy,0.672,0
643,2018-En-01054,"@VanBluesat @infrared_rock Among them, is Hawrelak Park and the stage they have there. A great venue. #livemusic #blues",sadness,0.18,0
644,2018-En-04238,@m00nlightjules happy birthday mamon!!! 😄,joy,0.565,0
645,2018-En-01441,@jaden_lindner If I acquire a deadly scowl like that I'm going to be pretty happy to be old,anger,0.25,0
646,2018-En-03049,@gammarus @Steel_Con @Scott_Helme People know your serious now brother! #awesome,joy,0.667,0
647,2018-En-03179,What can you say about @rogerfederer #awestruck.....,anger,0.29,0
648,2018-En-03799,"Longing to see Your face, Christ Jesus, I rejoice in the anticipation of Your coming again!",joy,0.565,0
649,2018-En-00940,Hey @TheTimMcGraw #imwearingyourshirt today!! #humbleandkind  #awesomeness #timmcgraw #wqmx @949WQMX @KeepinItCntry @JulieMN13,joy,0.531,0
650,2018-En-03372,What a raucous crowd today @GCSchoolsNC #GCSArtsPD17! How often does one hear applause and cheers at PD?! #excitement @ARTSEDNC @nakiahardy,joy,0.645,0
651,2018-En-01792,OH YEON SO's kdrama is so nice and i am still in awe that she and dara are friends now.. hope they can have kdrama soon!,fear,0.354,0
652,2018-En-03402,#start my YouTube channel techno ayan please follow friends,fear,0.23399999999999999,0
653,2018-En-00464,Let's wake up to @GMB and see @piersmorgan and then want to put your fist through the television #talkstripe #tosspot  #gobshite,fear,0.375,0
654,2018-En-04069,@blonderella26 @Seahawksfan7777 @Shitlery @afern_alex @eugenegu @tonyposnanski @realDonaldTrump She's getting mad just like we like it 🤣,fear,0.321,0
655,2018-En-02072,Mon the Blues! #origin #queenslandvsnsw #blues #hayneplane 🔵🔵🔵🔵🔵🔵🔵,sadness,0.28600000000000003,0
656,2018-En-02954,You can clearly appreciate the sub-harmonics in both...-ONE💯😂😂😂👍🏿 ,fear,0.14,0
657,2018-En-02860,It's okay sus. Let that hurt go 🤗 * that's me hugging ya bitter ass * 😂😂😂,sadness,0.262,0
658,2018-En-01180,"Granny Smiths with Flapjack Crumble, died and in heaven #yummy @stac28 @Kimtins  #NadiyasBritishFoodAdventure",joy,0.516,0
659,2018-En-03904,"Man, filling out your dad's life insurance paperwork will really put a damper on your Tuesday morning. Really makes it feel final...",anger,0.266,0
660,2018-En-01483,"He aint flinch tho, I'll give him that lol",fear,0.33299999999999996,0
661,2018-En-02329,@VarunsPrincess_ Huhh It's awesome 😍\nI'm obsessed with it 😍😂,joy,0.7340000000000001,0
662,2018-En-00308,@ClairePotter @Mermaids_March @2minbeachclean Woohoo! Enjoy Claire! Happy Tuesday :D,joy,0.645,0
663,2018-En-01074,"Instead of asking #blessing from GOD the Father, remain #engaged on #pilgrimage of remembrance. Never get #tired on spiritual pilgrimage.",joy,0.563,0
664,2018-En-02290,My mom's Puerto Rican. That's why i'm so lively and colorful.,joy,0.588,0
665,2018-En-03696,@khizthigh Lol idk really :S khair good luck,sadness,0.214,0
666,2018-En-03666,No one can provoke you. No one can make you happy or unhappy. You are the one in control.,anger,0.23399999999999999,0
667,2018-En-00444,Temp dropped ...sky dark n our birds went crazy in #pdx we enjoyed #SolarEclipse2017 #amazing,joy,0.625,0
668,2018-En-03602,@realDonaldTrump @LizCrokin Great #start for #MAGA ...,fear,0.125,0
669,2018-En-00475,@SonaFanArt Isnt it too early? Thats really interesting 😦 i wonder what are they filming in kusadasi. It makes me so excited  :),sadness,0.15,0
670,2018-En-03517,"1 Samuel 18:15\nAnd when #Saul saw that he had great #success, he stood in #fearful #awe of him.",fear,0.315,0
671,2018-En-04030,@PearlJam YES!!! Love it!!! 💞💞💞🎶🎶🎶🎥⚾⚾⚾👏👏👏 #thankyou #awesomeness,joy,0.894,0
672,2018-En-04357,They leave you with so many unasked and unanswered questions.... #Grandparents #sadness #myroots #abuelitos,sadness,0.875,1
673,2018-En-02485,@aegyotaetae @oyeakasha One of my favourite clips 😂,joy,0.609,0
674,2018-En-03540,So good to see @richie_porte smiling and feeling positive from his hospital bed on #sbstdf tonight. Get well soon!!,joy,0.529,0
675,2018-En-02136,Life is too short to hide your feelings. Don't be afraid to say what you feel.,fear,0.308,0
676,2018-En-00244,i love his smile,joy,0.547,0
677,2018-En-03050,I need to get out of this little funk so I can write!! #writing #funk #writerslife #depressed,sadness,0.816,1
678,2018-En-01522,@BCFC_Community excellent Jnr blues parents Meeting tonite lots of info given cheers all👍 #futuresbright#development baileyu12s #excited 😃⚽,joy,0.7809999999999999,0
679,2018-En-02791,Beware of little expenses. A small leak will sink a great ship. -Benjamin Franklin,sadness,0.261,0
680,2018-En-03548,So I'm pretty sure the @Indians are the MVP of the @AllStarGame  #defense #pitching,anger,0.25,0
681,2018-En-03530,I hope my eyes were camera that records all happy moments+,joy,0.578,0
682,2018-En-03258,"Really excited to see our team this year, and especially moving in the next 2-3 years when his guys start playing significant minutes.",joy,0.797,0
683,2018-En-03460,never had a dull moment with u guys 💕,anger,0.078,0
684,2018-En-02807,@mrosenbaum711 Happy Birthday 🎈🎊🎁 Have an awesome filled day of awesomeness.,joy,0.672,0
685,2018-En-01299,@Kawells00 Oh your art so wonderful 😭,joy,0.547,0
686,2018-En-04235,I graduated yesterday and already had 8 family members asking what job I've got now 😂 #nightmare,sadness,0.239,0
687,2018-En-03042,@DaddysLittleK Wow I've just spotted the cutest human being alive #blessed 😍,joy,0.848,0
688,2018-En-03720,"@FlamingGrillby 'my own mistakes?' Grisk asked - well, more of a growl 'My mistakes meant that I could /learn/ from them and improve!'",fear,0.31,0
689,2018-En-02919,if we're mutuals don't hesitate to kit fisto's lightsaber ;),fear,0.35200000000000004,0
690,2018-En-04258,@BugsySeigal been reading your Twitter this lunchtime... you're very angry aren't you 😂😂,sadness,0.262,0
691,2018-En-02710,When Austin lets u take a rest day #tears #happy #crying #amazing #bestdayever #kindasad #cantfeelmyarms #actuallydieing,anger,0.281,0
692,2018-En-01178,Looking forward to @CongletonFC playing @FCUnitedMcr tonight. 7.30 start  #comeonthebears,fear,0.217,0
693,2018-En-00861,@tiffanyreisz Never a dull moment with you two😂,sadness,0.09300000000000001,0
694,2018-En-01490,Chad and Sarah is honestly me and my ex 10 years ago 😂😂 #CBB #horrifying,sadness,0.192,0
695,2018-En-00964,I'm new to the #instructionalcoach world and would love to know your fave resources! I will be in a high school new to IC. #nervous #excited,joy,0.563,0
696,2018-En-04013,@ntyrbbygrl U make my heart flutter,fear,0.34600000000000003,0
697,2018-En-02334,Somebody called y'all president a fucknugget 😂😂 idk what that is but it was the laugh I needed this morning 😭,joy,0.547,0
698,2018-En-04155,Holding a #grudge is like allowing someone to #live #rent #free in your #head #WednesdayWisdom #MotivationalQuotes,anger,0.22699999999999998,0
699,2018-En-04010,Let me ask you a question:\n\nDid you REALLY just let #worry be your first response?\n\n#blink #breathe #startover #getchafaithup,fear,0.294,0
700,2018-En-01343,@MPSNutrition Welcome to #MPSVT! We are delighted to have you! #grateful #MPSVT #relationships,joy,0.652,0
701,2018-En-02457,@Ritsakuru awe sorry na,fear,0.359,0
702,2018-En-02181,@stevenmnuchin1 Does your wife look #adorable at 6:00 a.m.?  #AdorableWife  #AdorableWedding  #AdorableHoneymoon #AdorableJet  #AdorableJob,joy,0.529,0
703,2018-En-00148,Happy Birthday @ElColtonShow continue to be great and blessed to see many more.,joy,0.6409999999999999,0
704,2018-En-02000,All these David Brooks sandwich tweets are much-needed comic relief. #hilarious #sopressatta,joy,0.672,0
