,tweet,target
1397,Omg doorbell ring and I thought it was him…I hate anxiety attacks…,1
1398,"Gutted ,my slipped disk decided to come back last night,led in bed on Christmas Day while my family having fun downstairs  ",1
1399,Make her burst into laughter bcs of you.,0
1400,Thankxxx God Mids of B.Ed Over But.....  Finals of LL.B ahead....  Starting of New Year with Examsss.....,0
1401,No love here....    pic.twitter.com/FuvBXIPRnu,1
1402, is in the news a lot for treating  and other conditions; but what is it? Contact us to learn more!  pic.twitter.com/3cOsMwidYM,0
1403,Chiropractor time  #crackle #pop #chiropractor,0
1404, after watching a movie  ???¥???�,0
1405,"""Worrying does not empty tomorrow of its troubles, it empties today of its strength.""    ",0
1406,Is it me or  people write better ?,0
1407,I was unaware this is how this was gonna be  ,1
1408,"Loneliness can feed depression, and depression can trigger loneliness. The important thing to remember about this cycle is that small steps can help us change. Therapy can help you identify those steps.    pic.twitter.com/T98xRnnlCQ",0
1409,Omg! It just keeps getting better! #MUGGYMIKE &amp; #Sam have to go back in! #LoveIsland #drama #hilarious,0
1410,Huhhh fuck... wish me luck!   ,0
1411,Haven't seen the sun in weeks!!  ??,1
1412,When you've forgotten how to speak when you haven't had anyone to listen to you for a long long time.,1
1413,We offer  Therapy to our patients to treat  and other conditions. Contact us today to learn more.  pic.twitter.com/7AO84RAPNY,0
1414,"The  lost the , seats in both House and Senate, in votes by the people. Clearly rejecting this notion of .",0
1415,"I'm not suicidal. But I admit, there are moments where I wonder... ",1
1416,Getting an unexpected phone call that instantly cheers you up &amp; makes you smile! :) #week12 #itsthelittlethings #smiles,0
1417,We're just sad teens with a happy face,1
1418,Back to work like nothing ever happened ,1
1419,124  ???????????????????????  ??????????????????????????????w    ?????????   2????????????????????????   ?????????  ?????2??????????????????????????????  ????????????  ???????????????????????????????????????ww   ?????????????????????????????????????????????????ww   ???????????????????  ??????????????????????????????w  pic.twitter.com/c6NCrT1pUF,0
1420,Still wondering if SyFy can have a theme song for ?   pic.twitter.com/E7li3gwIfU,0
1421,Every time I see the #GBBO advert..... #sugacravings #yummy #dietgonetohell     😋😋😋,0
1422,117   ??????????????????????????????????????????????????????   ?????????????????????????????????????????????????????  ??????????????????????????????......  ?????????????????????????????????????????????????  ?????????????????????????????????????????????????????????????????????????????????????  ?????????????????????????????  pic.twitter.com/WH8Ft96AfL,0
1423,My biggest wish is to one day have a true friend. To be accepted the way I am.,1
1424,Ten: Amazing the snap power @AdrianMannarino gets off such a short back-swing! #threat @Wimbledon Rd of 16 #ATP 🎾🎾,0
1425,"That moment when the President of a country declares that’s its God that will punish suicide bombers in the country, you know the country is in a state of emergency. ",0
1426,Don't you want to be my girl ?   ,0
1427,Are we all aware thar we are using a hashtag that has Eclipse spelled incorrectly?! @ScienceChannel @NebraskaMed  #SolarEclispe  #giggles,0
1428,One more night in edinburgh would've been perfect ???© ,0
1429,@KillingTheTown is always awesome. But having @ShaneHelmsCom on too? That makes it #tremendous,0
1430,Beware of little expenses. A small leak will sink a great ship. -Benjamin Franklin,0
1431,Happy birthday annie!!!!!!!!!!hope you have the most #best #beautiful #blessed #brilliant #balsamic #bighearted #birthday ever @anniecarney_,0
1432,"@INFOSMESSl Happy birthday, hope you have a good day!",0
1433,IN NEED OF My WAVES and little CURLS,0
1434,One thing that always makes me sad is when I think about my life too much. The key is to keep myself distracted!  ,1
1435,"If you need hope today, ask God into your heart. Then, take  over the devil and cast  away from you â€“Kenneth Copeland",0
1436,if i'd known it was going to go from 78 & sunny yesterday to 61 & cloudy today i still wouldn't have done anything differently ,0
1437," or ? Non-Profit Organization offers help, 24/7. 1-800-273-TALK (8255)",0
1438,my vibe is being  and  in my local Texas Roadhouse,0
1439,"“A  to life is so important. It’s very possible... by being in a  mood you’re depressing your immune system, meaning you cannot fight diseases as best you can.” Drs. Joan and Peter Cohn. Get out there and spread  today!",0
1440,Happy new year - thank you for moving against  with us! ,0
1441,"@catherinerusse2 ooh, how I'd dance with glee around the living room if you emerged from the Tardis at Christmas!",0
1442,I got to ride with and witness Amanda Coker break a 77 year old bicycling world record. Awesome athlete!  #amandacoker #tdf #relentless,0
1443,I could really go for a giant glass a milk and I have none.  ,1
1444,Phone ring at anytime now . ??¤¦??�½â€�â™€ï¸� ,1
1445,Edge of my seat @GameOfThrones loved it #dragonsontheWall ,0
1446,A UK loss to Louisville makes my heart hurt.  ,0
1447,Not ready for vacation to be over.   ,0
1448,Cavalry Style Electronic Cigarette  pic.twitter.com/3ia1npbgPU,0
1449,Tonight couldn't feel less like Christmas Eve,0
1450,"Not being lonely involves so much more than just being in the company of others: a sense of community, a tribe, common values, goals, shared rituals, shared risks, the warm feeling that you are surrounded 24/7 by people who will risk their lives for you.   ",0
1451,I lost in a maze. How to escape?,1
1452,Do you set boundaries for yourself. Not doing so will eventually create unintended stress and anxiety. Setting boundaries will make life a whole lot easier.,0
1453,Chocolate cake for supper.,0
1454,"Feeling a little depressed this evening, was wondering if this was connected to my little drink or just coincidence   ",1
1455,"When being #productive (doing the things that NEED to be done), #anxiety levels decrease &amp; #libido increases. #personalsexuality",0
1456,So much for Xmas eve   pic.twitter.com/0hIsigongM,0
1457,The day when I don't fuck up anymore is the day I will be successful.... ,1
1458,I have so many things to look forward to ☺️ #positive  #lifeisgood,0
1459,"I feel like I broke myself. I feel fractured and tired and I can't stop blaming myself like a broken record. I'm finding it so difficult to just survive, but I am surviving and so are you. I guess we can do this   ",1
1460,Today just isn't a good day for me. :( ,1
1461,YouHaveToStudyWorkHardajajkskanakaoanakaa aaaaand BOOMSHAKALAKAAAA ??™ƒ??™ƒ   but ,0
1462,i think i'll be sad from today until 357632477 years later....im not getting over this sadness,1
1463,u can get an oreo shake at burger king,0
1464,"If you want a  treatment with little/no side effects, then you want to ask for  Therapy! pic.twitter.com/fJgV89iagH",0
1465,"You promised you wouldn't leave, lie or hurt me. . .  But now I'm stuck being all alone, waiting for you to need me again. . .   ",1
1466,thankfully music saves me everything  ,0
1467,"Home … Grab a cheer for and check out our sweet early bird deals. Have a safe, free day",0
1468,Never in my life have i ever been included. Then when I had my daughter i still never got included on my own 24.7 and now I have 2 kids still it happens to me.    pic.twitter.com/Bt9J2yE4Zz,1
1469,i was so confused but then my inner fujoshi was screaming and like i was trying so hard not to smile or laugh,0
1470,104  ???????????????????????????  ???????????????????????????????????????????????   ???????????????????  ?????????????????????????????????????????????????????????????   ?????????????????????ww  ???????????????????????????????????????????w   ?????????????   ??????????????????????????????????????????????????????????????????????????????,0
1471,Skyq is 👌🏼 but it's about time @SkyUK sorted there internet out! ,0
1472,I can still fucking hear you bitch.,0
1473,Yay... a big shout out for my friend @GuptaJuhi90 . Welcoming her back on twitter. She a terrific writer. Stay tuned for tweets.,0
1474,"Such is my life! Too many weekends lost this summer to the damn IBS! So, so sick of it!   pic.twitter.com/z3Kw5dKl6K",1
1475,Chad and Sarah is honestly me and my ex 10 years ago 😂😂 #CBB #horrifying,0
1476,"we all think about it, some more than others \n\n#death #sad #depressed #suicide",1
1477,@SSAFA Congratulations #DamianDagg and #JoshuaThorne. I wish you a  #future #together❤️,0
1478,The worst part of working  is the  due to f'ed up melatonin and cortisol cycles.  ,1
1479,It's been 1 year since my husband and I flew to NYC for Christmas ????????,0
1480,We are #successful the moment we start toward a laudable goal #JBenson #success #quoteoftheday #happiness,0
1481,Been left and grandma's house want to see mummy and daddy   ,1
1482,"It is 4:30 AM, crying baby since 1 and my missus is tucked up in bed with earplugs. Not her problem...   ",0
1483,this year keeps getting more depressing and disappointing,1
1484,Mayweather's trash talking is on par with Nate Diaz #terrible would love to see McGregor KO him #MayweatherVsMcGregor,0
1485,cant believe im back at work tomorrow!,0
1486,105    ????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????  ?????????????????????w?????????????????????w   ?????????????????????????????????????   ????????????w  ???????????  pic.twitter.com/hk5DWfjQ6P,0
1487,"Loneliness frazzles the body, mind and soul.  Sounds muted outside of, the sound of silence...deafening.  ",0
1488,"@iamsiroberts Go and see the hell hole which is Halton, now that'll depress you.",1
1489,????? ?? ???? ?? ?? ??? ????? ??? ??..!,0
1490,Olivia is a prime example how you can be gorgeous on the outside &amp; have a really shitty personality! #looksainteverything #loveisland ,0
1491,Good Morning #start 2Wheel #free course *Pune *8888006565,0
1492,Have to be skinnier.  Have to be prettier.  Have to be smarter.  Have to be anything  But myself.  ,1
1493,No one ever looks happy on a bus  ,0
1494,Really trying to not look at tweets or watch any videos from Alison’s first red rocks show I am,0
1495,"When all your family is out and you're reading a book, good times, good times???? ",0
1496,135   ?????????   ?????????????????2??????  ?????????????????????????????????????   ?????????????????????????????????????????????????????????????????????????????   ?????????????????????2?????????????????????????????????????????????????????????????????????????????????,0
1497,"Always laugh when you can, it is  cheap medicine 🤣",0
1498," good evening all! I have had a most interesting and life - defining day. How about the rest of you? Feeling well, bad, middling, over the top, or what? I'm  but trudging through its muddy presence with all my might!",0
1499,no new years looks tonight girlies i am ,0
1500,Depression bit me so hard it took me months to get back on social media,1
1501,Going to #BigApple tomorrow! Loving #NJTransit #commute! Wearing #khakis #whiteshirt #maybeblue #brownshoes #macys #joy #jealousyet?\n#usa,0
1502,"You know, late night tv is thematic. Farmer's Only ads mixed in with some Asian chick in a Football jersey talking about Viagra. ",0
1503,",, The solar eclipse was really cool.. #inspiring!",0
1504,Missing you this Christmas    pic.twitter.com/QfzTBKqHpz,1
1505,"I'm very unhappy, I don't have a girlfriend, I don't have a Boyfriend and I don't Like where I live   ",1
1506,so..had to restore my phone today..all my beautiful memes and stickers are gone..I feel like my son died.,0
1507,"If you’re feeling depressed know that your not alone. Know I see u, I hear u and I support you. Know that I am masters level trained therapist. Know that while it’s ok to pray it’s ok to seek Professional help too. Know that Black people men and women are not immune.   pic.twitter.com/91hb9sz8se",0
1508,Guys!!! I’m  im leaving Twitter!!! Am blacking out! ????????  pic.twitter.com/2ZPKNJ2QzA,1
1509,I will choose to leave than to live..,1
1510,I can't believe the amount of junk food and how long it's lasted in my kitchen 'sabitch,0
1511,psa: if you read while you're laying out you sort of forget about the boiling sun and the sweat poring down your face 🙌,0
1512,LEARNING TO LOVE YOURSELF IS THE HARDEST TASK YOU HAVE TO ACCOMPLISH IN LIFE FOR A LOT OF PEOPLE.  ,0
1513,I feel like I'm annoying like Always…,1
1514,You hold my every moment you calm my raging seas you walk with me through fire and heal all my disease 💕💕💕❤❤,0
1515,My heart goes out to Steve in Corrie. Know where yr coming from mate ,0
1516,"Just realized the last time I was someone’s type, I was donating blood... ",0
1517,I feel like I'm waiting for something that isn't going happen.    pic.twitter.com/duO3xqIPNE,1
1518,"There's no better way to relax than putting on a face mask, having a bath while drinking tea and listening to John Mayer #bliss",0
1519,Is it weird that my  and   turns bad when it comes to  ?,1
1520,"It's as though being with her is depressing, but when we break up it lifts and I go back to the source of the . Hmm.",1
1521,I need to get to a place where I can separate my disconnects from reality. So far the drugs aren't helping much.  ,1
1522,Some people just need to learn how to #smile 😁 and #laugh 😂😂 #live #life,0
1523,"Instead of asking #blessing from GOD the Father, remain #engaged on #pilgrimage of remembrance. Never get #tired on spiritual pilgrimage.",0
1524,"That she feels good, feels no pain, is happy. If there isn't, I'll probably never see her again. Unless there's some other side, like hell. How she may get to that side, I don't know how that would be. She was too much of a saint. ",1
1525,"Infact if you keenly observe all religion haters, community haters are currently down with depression attack.",0
1526,"""At the root of every  is a kind of  - a hopelessness  which springs from the fear that we are nothing and nobody, that nobody  loves us and wants us, that nothing good will ever again happen to us.",0
1527,Three blunts left then I have to re-up  ,0
1528,i thought i was getting better :/ ,1
1529,"""It's all pointless.."" - a statement a  brain would make. Non-depressed brains would probably never come up with it, no matter how bad life was. Ultimately life does look pointless. But we're here. You & I. Alive. Now. Please grab onto life & hold on. ",0
1530,Laughter is vital medicine if you suffer  or . Have a giggle on me :)  ,1
1531,"I could 😭 rn I am so blessed with the friends I have, they support and love me through everything and I couldn't thank them enough 😭❤️",0
1532,im back lol #revenge,0
1533,"Another -like drug that may hold out some hope for rapid treatment of  is lanicemine (Sanacora G, Mol Psychiatry. 2014)",0
1534,"Im so glad you can look at me and say Im ignorant, stuiped, and worthless. Its not like I wanted love and support from my mother ",1
1535,"Just seeing school idols fills me with energy, makes me want to cheer for them and makes me also want to sing and dance together with them!",0
1536,Temp dropped ...sky dark n our birds went crazy in #pdx we enjoyed #SolarEclipse2017 #amazing,0
1537,Granny's out ???” I shall eat chocolate to make myself feel better ???­    ??’”,0
1538,Dick Gregory &amp; Jerry Lewis 2 greats who's creativity and imaginations brought smiles &amp; laughter to place not always illuminated. ,0
1539,That... I couldn't believe my luck. I was so excited to be with her. Or going to be with her again when I lived in Chandler and she lived in Spokane. We connected again through email. And we started talking and texting and emailing. I was so excited.,0
1540,"Happy New Year to you all! Remember the power to make it/you, a happy one, is in yourself  ",0
1541,watching that video and realizing that I've gotten uglier #depressed,1
1542,"Psalm 95:1-7 O come, let us sing to the Lord; let us make a joyful noise to the rock of our salvation!",0
1543,??’•you are supported ??’•    pic.twitter.com/4YrE8XNRtQ,0
1544,Cant wear makeup for a while ????,1
1545,Ya girl was really excited to sign up for informed delivery through USPS so I could see what fun stuff was coming in the mail... plot twist it’s all just bills,0
1546,@HUUEducation Thanks! Happy there are other sabbs here. Hope we can talk at lunch :),0
1547,I just got off work I don't have any food at my house bc leaving tomorrow and McDonald's isn't even open right now,0
1548,Spread smiles around everywhere you go\n#spreadingsmiles #smiles #healtyliving #LaughOutLoud #happinessallaround,0
1549,no matter how many sad ghost man tears he's crying now! you are not entitled to forgiveness just because you're really sad now!!,1
1550,It really needs to start snowing,1
1551,cannot believe i finished all 6 seasons of gossip girl in a weekâ€¦. ,0
1552,"Using one of my favorite movies of all time to express my feelings is sometimes...more just validation than healing, I suppose.   pic.twitter.com/HzUFRLMgKC",1
1553,Having holiday for the first time in 4/5 years â€¦ and i hate it.   ,0
1554,Not making any plans to go out tonight is already proving to be a regrettable decision...  ,1
1555,@Skinnytaste made your Chicken Tikka Masala w/ cauliflower &amp; peas tonight. So delicious didn't even get a chance to snap a pic! #delicious,0
1556,"I thought this was supposed to be a happy time of year, but honestly this is always the most depressing time of the year. ",0
1557,The only causal factor in  that ties everyone together is an overwhelming feeling of . A kind word can save a life!,0
1558,"It's sucks when you don't know what is wrong, but you know something is wrong. .   ",1
1559,U know what's very pathetic? The fact that I dearly miss my professors but they probably forgot about me already. #sad #:(,1
1560,whats for #breakfast today ? i have 2 slices of #bread out i #toast them #spread them with #butter &amp; #strawberry jem and yum #delicious !,0
1561,It's not always the tears that measure the pain. Sometimes it's the smile we fake.,0
1562,You wanna know what is sad? Having a broken family while dealing with a broken heart.,1
1563,Why is it when girls got broken they cut their hair?   depression always got me here i ??,1
1564,"'..... wear loose-fitting clothing, which allows your skin to breath and prevents irritation in at risk areas....'",0
1565,@pattonoswalt @EricaRoman_ Amazing how folks are foaming at the mouth to judge. We're happy for you @pattonoswalt !!!!!!!!!!,0
1566,@coachforward Respect breeds cooperation whereas fear breeds doubt. Well said,0
1567,"A #happy woman is always ., A #beautiful woman !😊😇\n#womanhood #beingwoman.",0
1568,Happy holidays and Merry Christmas. It's a rough time if you are . I know. It will be over soon.,0
1569," people may have problems concentrating, remembering details or making decisions, and may contemplate, attempt or commit suicide.",0
1570,It's a good morning today and I'm feeling lively 😊 #goodmorning #happy #lively,0
1571,@RuthieeL &amp; @EamonnHolmes are total entertainment on @thismorning #brilliant #sofunny #myfaves,0
1572,"Despite the weather we are having, we shall be at the stall with hot food and drinks on Saturday. Come and say hello to the team   ",0
1573,Even 'Pandar Molom' Is More Successful Than Me...,0
1574,We need a newspaper/channel that shows only positive n inspirational stories.This period of  is awful why  album is apt,0
1575,"It’s a bit funny to me, although you’re everything to me\nsometimes I am no better than a stranger\n-Sing for you- 😊",0
1576,When your idol Julius is murdered by senators... ,0
1577,Hard to believe right now BUT there's a World waiting for your contribution-JesusChristWillHelpYouAccomplishYourDream-Ask  ,0
1578,@MarcMero Happy Aniversary to you both! Hope you have a wonderful day!,0
1579,@DiceMore I guess she got tired of her war on Tony that's been raging for about a year.,0
1580,@FuthieMasina Lol nah u subscrib 4 R60/pm. N pay R3 each day thus anada R90/pm. Lol stream n use de app using ur data. #smiles,0
1581,never had a dull moment with u guys 💕,0
1582,Believing in yourself is key in attaining what you want in your life. #start believing in yourself,0
1583,dark lucha truly is the best,0
1584,I wish for my Powers be multiplied and the Insight that I had into their understanding be made clearer #joy,0
1585,@atrsya_ You truly decide your own happiness 😊,0
1586,It's only 7:20pm and I'm off my tits on alcohol   ,1
1587,@rhyshenllan @disabledsg yes I like the idea of it . Waiting for details 😀,0
1588,"Friends & family should be on your side when it comes to helping you manage & eventually beat . Being open about your illness with those close to you can help them understand what’s going on for you, and why they may think you’ve “not been yourself.” ",0
1589,"Keep wondering how my life could've turned out, if not shaped by certain . Feeling  & .",1
1590,Words are simply amazing people can twist them and make them say anything 😅,0
1591,"Be yourself. If you can't love who u are then how can u expect someone to ""love""u.    ",0
1592,"You turned my world with a smile, and you take my heart with a kiss",0
1593,Realized that not ever having children has made me .,1
1594,The 1st thing I do when I'm  is look up sad things. I think I need to be looking up happy things instead.  pic.twitter.com/7h5BkVZKB8,1
1595,I really just can't live life accepting the fact that Chris Pratt is married to someone else ,0
1596,Ugh. Woke up to the same acne covered face this morning... Yyayyy????,0
1597,"Ever reach a point in your life when you realize you'll be broke in a couple years, and you just feel like IF MY BIG BREAK IS COMING, PLEASE LET IT BE NOW?   ",1
1598,May God grant us the ability to see His unfailing love fill the earth 🌏 #Psalm33:5 #awe,0
1599,@blonderella26 @Seahawksfan7777 @Shitlery @afern_alex @eugenegu @tonyposnanski @realDonaldTrump She's getting mad just like we like it 🤣,0
1600,Volunteering today with my cousin at a community centre putting on a spread for those alone at  Say no to  at  pic.twitter.com/MJEHIwdpD5,0
1601,"#ThursdayThoughts The richest wealth is #Wisdom, the strongest weapon is #peace, the best security is #faith &amp; the best tonic is #laughter",0
1602,Walked outside and saw this nigga catchin the fade   pic.twitter.com/DiqoKV0Eix,0
1603,"???????????? ???? ???????????????????????????? ???? ???????? ?? ???????????????? ???? ?????? ?????? ??????????????, ?? ???? ?????? ?????? ?????? ??????. ",0
1604,The worst part of my life is...  Taking down the Christmas Decorations...I am now,0
1605,"Wear a smile, one size fits all. #inspire #simple #simplethings #motivation  #health #healthcare #relax #goals",0
1606,"There are parts of you that wants the sadness. Find them out, ask them why",0
1607,@CCfunkandsoul happy birthday mate ❤ hope you have an amazing day xx,0
1608,Just got some very unpleasant news about my uncle...I am so happy that Marijuana exists.,0
1609,I strongly believe in there if  for everyone. I haven't met it yet.,0
1610,Honesty & Bravery are wonderful traits. Traits of a great human.  Great humans triumph.   ,0
1611,this year was fuckd up I can't wait for it to be over I hated this year still depressed hard time getting over it  ???¢??????’”,1
1612,"Making me so happy that I forget to be  ,   and   . Thank you, baby ????",1
1613,"Insomnia is common among the . In the typical pattern, a person wakes very early and cannot get back to sleep.",0
1614,#note8 #animated said pen. Amazing. Wife loves this one,0
1615,Morning all! Here's to a #wonderful #Wednesday with #warm #weather &amp; #happy #holiday makers may the #sun #shine on #Cornwall #kernow #enjoy,0
1616,Music can be the worst or best thing    pic.twitter.com/X3zNEgk9td,0
1617,", , and  all serve very important roles in our lives. A much more important role that a positive tag line, designed in most part, to silence them, or you (e.g. “it could be worse”)!  We aren’t one size fits all.",0
1618,With nasal spray of  ketamine being introduced by end year it’s administration will be safer. However it is pricey so IM/IV ketamine will remain for treatment resistant .,0
1619,My night was amazing and awesome than it turned to shit really quickly,1
1620,I thought when your in relationships with someone they are suppose to help build you up not tear you down,1
1621,Completely sick ??¤’ On my way to the hospital instead of a Christmas party ???§  ,0
1622,"   God, please help me.",1
1623,We're all #laughing! Eddie Izzard has begun #his probe #into fuzz wrongdoing involving the house of Osiris.,0
1624,@OhVarsity is it ok if the opening to your podcast makes me sob happy tears,0
1625,@ChickfilA has forever changed my life 😍 #blessed,0
1626,Your smile could never make me frown.,0
1627,"do you feel  ?  ?  ? direct message me, i would love to interact with you guys ???„???„",0
1628,Don't glorify . Don't rationalize .  pic.twitter.com/9kcwhSIjeR,0
1629,"this is one of those nights where I just want to get in my truck & drive, & think. .? ????",0
1630,Genuinely and perfectly #happy,0
1631,“Have no #fear of #perfection - you'll never reach it.” ― Salvador Dalí #Agile #designthinking,0
1632,I'm running out of time. I don't know what I'm gonna do right now.,1
1633,When all you want to do is spend Christmas w. Your husband & mommy but none of that is possible so I'll drink for the next 2 days ,0
1634,something epic  out of a sense of  Sort of a desperation Through that desperation we feel we have nothing to lose,0
1635,very depressed rn... just got done crying my eyes out again:/ but feeling very masculine rn...    pic.twitter.com/nLb1sEozuU,1
1636,Don't feel good at all right now    no one to talk to,1
1637,Just wish people understood mental illness   ,0
1638,i didnt get the ariana calendar.,0
1639,Am I drinking  and being  before going into work? You’re damn right I am????,1
1640,"Being back in my hometown, such little time I get for myself to be  as I truely am. Feel so choked by pretending I'm okay.",1
1641,"@sanga_wardene Probably, the way you converse...sounds funny, and I can't suppress a giggle. 😊",0
1642,I'm not go to the beach next week ,0
1643,Can't go back to sleep and I got work in 2 hours..,0
1644,NOOOO! One of my car speakers just blew out ??”????«???­???¶ ,0
1645,These overwhelming emotions are too much,1
1646,@ian_beckett Have the most wonderful day Ian. ,0
1647,i got a place at that school and i start monday!! i'm so excited! (even if it is just 3 days haha),0
1648,I'm gunna be on #streamate tommorow. This week was busy. Check out my #snapchat #shower #show on #premium #snap me #webcammodel,0
1649,Look at those U ❤️ like #Okja looks at #Mija - Be a #Mija &amp; help sum1 in need-remem 🐖🦃🐓🐄🐾feel just as we do.. #love #fear #longing and #pain,0
1650,"People come and go, but life is simply about seeing who cares enough to stay. ",0
1651,Why did I have to run into the one person in thos world I don't wanna see today? I just want my peace! ,1
1652,Out drinking by myself self got that  feel today bois,1
1653,Been feeling so depressed today I think my problem is I have a big heart or maybe its the fact that I do care idk  ,1
1654,Good morning family to all of you who took the time to wish mom a HAPPY BIRTHDAY Thank you from my ❤ love you be blessed,0
1655,To be alone is lonely or freedom...   pic.twitter.com/eqnKrbjoXr,0
1656,"The Gateway to Freedom Kit when you need the tools to break  from ,  and keep going. pic.twitter.com/WtML2wyu7y",0
1657,This is a tragic day lads ??   pic.twitter.com/QvHVGfnJFZ,0
1658,"I didn't know, that there existed such sheer and utter joy and contentment, as that which I am now experiencing. #grateful 🙏🏽",0
1659,"fuck no, rita died. I don't even wanna finish dexter ",0
1660,I can be so emotional... Way too emotional! ,1
1661,it takes sadness to know happiness\nabsence to value presence,0
1662,my whole day was spent in my p-jays  its now 6 o'clock and only now do i have to get dressed ,1
1663,Too much niggas knew where my mum lived so we moved her out 😊 definitely one of the best feelings recently lol,0
1664,There are recipes for #porkchops w apple cider glaze but has anyone tried the meat steeped in the vinegar &amp; #BBQ w hickory smoke? #delicious,0
1665,I hate when the person you have a crush on has a girlfriend/boyfriend,0
1666,@SandraOldfield I LOVE the comics! #hilarious,0
1667,I wish I didn't feel like I bothered you all of the time.. ,1
1668,Got to love when you can just power through the #workday and everything works out great! #smiling from ear to ear today! 😊😀☺️️😉😁😄😃😀😁 #happy,0
1669,#Eclipe2017 An eclipse carries a large jolt of #energy. This one cut a wide swath across the United States. #Change #excitement #transition,0
1670,I have 2 cuts on my lips and I can't eat spicy food b/c it burns  :'/,0
1671,2015 grand finale: Kalusha messes Phone and Laptop. .,0
1672,@crimemma congratulations on becoming a senior lecturer! Well deserved 😄,0
1673,That dismissal has me looking for a strong drink :(,1
1674,Art hasn't tweeted lately because he lacks  access (and also access to ropes and sharp objects). He's .,0
1675,Right b4 Christmas & bf breaks the news he's not taking me 2  for my birthday,0
1676,talked about suicidal ideation with a friend last night.she confessed to having a plan of jumping off a bridge.I had no idea.,1
1677,"how they seemed to be trying to get people who ask me to block them, but I'm guessing it would be more like ",0
1678,????When your days are grey and he gets the best of you.....even when you don't want to. ????,1
1679,Late dinner with my dad and fam in the mountains. I'm having an appetizer consisting of pop tarts and coffee. #delightful,0
1680,"Oh yeah, it feels so good to be alive and alone here in my joint! Thank God! #excitement ☺️☺️☺️",0
1681,Great start. Exciting new innovation = new challenges. @VisaSecurity #VSS2017 #brilliance,0
1682,Well that was lovely.   Checked church Facebook page and I've been given a five star review for Sats wedding. #bashful ,0
1683,properly n also i am super  i jus wanna deactivate again,0
1684,only exists in a brain that ACCEPTS IT????  pic.twitter.com/bfLLvZRwmn,0
1685,it sucks that my phone got formatted earlier and all contacts and apps are gone 😥,1
1686,I can't afford to be unhappy. I've made it this far and there isn't anything or anyone that's going to take my happiness away.,0
1687,When they end your favourite tv show with the main character dying....   ,0
1688,I can not watch @BobsBurgersFOX  on my lunch anymore. I am laughing way too much by myself for this to be acceptable. #crazylady ,0
1689,I don't want this year to be over ,1
1690,just so depressed anymore ????????    pic.twitter.com/rcv1I6pAk7,0
1691,11 more  til I can stop feeling  I hate ,0
1692,2nd time this week I received services for free. It pays to be nice! #kindness #friendliness #bekind #smile,0
1693,I love the nightmare before Christmas and Hercules so much,0
1694,"@NJ_1288 To spread some cheer in your colleagues otherwise dull life? It's like 'hey dude u got no chills, here have some email' 😜",0
1695,My Hoosiers and Cards both lost today???© AND the sun has been out 2x in the past 13 days!!  ,0
1696,You get  because you know that you're not what you should be...,0
1697,Holiday  and  is common. Design your own holiday celebration. pic.twitter.com/F8MfTFqqIQ,0
1698,"First breakdown at work ),: more to come ill bet money on it ",1
1699,Now playing  -  on Total Dance,0
1700,Today is your day... \nSoar your spirit. \nUnfurl your joy!\nWishing you all a bright week!\n #BloodyCrayonsSpecialScreening,0
1701,"I love a bright life apart from any darkness and toxicity. Plenty of light and colours, smiles and good feelings, a healthy life..🍃🍂",0
1702,I want to leave Depression in 2015! I'm bored of it now. I'm dragging my black dog out for another run,1
1703,When i have nobody to talk to. Nobody to rely on. Trap in my own space. Living becomes so meaningless.  ?,1
1704,@MerkTheWorld This thread is hilarious!!!!,0
1705,ive comed to realize that im never gonna get 1/5  ,0
1706,This is legit one of the coolest experiences of our lifetime. #amazing #solareclipse,0
1707,You always find the most comfortable position in bed after the alarm goes off,0
1708,@itsjordansroom Good morning to you too young lady hope your Tuesday's terrific,0
1709,"The worst kind of grief, screaming crying, is when it's for no reason other than voices in your head and chemicals in your brain ",1
1710,"I dreamt the other day when I would see her again and be with her. At least see her again. I finally got to in 2007. It took us two weeks to decide we loved each other still... looking at the old emails. Or less than two weeks, I don't know. ",1
1711,Eeyore was my favourite Winnie the Pooh character growing up.. now I understand why ??,0
1712,Best day of my life where my 19 year old bestie scared away a 22 year old thug #amazing #inspiring #mongay,0
1713,Youve lost weight howd you do it?  Depression fueled apathy toward food and life in general.  I havent tried that yet! ???’ ,1
1714,"Keep a relentless eye on your goals! Perseverance, joyful dedication, and unwavering focus will get you @AmyLeighMercree",0
1715,Deeply saddened about Carrie Fisher and Debbie Reynolds passing. My heart goes to their family and friends.  ,0
1716,"@Liz_Hanbury Oh no, jumper on again, has it turned colder? 😟 Have a terrific day🙋🏼🌸🌼🌻💕💕",0
1717,how do people cry happy tears? i guess i’ve never really been truly happy?,1
1718,"New Years Eve- The night I dread and dislike the most,particularly at the moment. ",0
1719,When you're on a diet and your whole family orders pizza. ,0
1720,"Everyone is a thief,its just a matter of who is near the money basket.   ",0
1721,EdGy DepReSsEd TeEnAgEr  blacked out my pfp  pic.twitter.com/bsqBWkKqZP,0
1722,@Villesportslaw You are way late to the party my friend. We were all over this yesterday... #hilarious,0
1723,"1st shopping experience with @paytm, what a disappointment! Product still not shipped &amp; they might cancel the order now. #unhappy @Paytmcare",1
1724,Welcome new followers @GibbonWa @Halmarun @CleanFaceSkin We will mostly be talking #happiness &amp; #ethicalfashion Happy to connect :),0
