,id,conversation_id,date,username,tweet_processed,hashtags,tweet_original,target
2887,1.16E+18,1.16E+18,8/10/2019,hina_kawada46,101  ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????   ??????????????????????????????   ????????????????????????????????????????????   ??????????????????????????????????????????????,['#loneliness'],#Loneliness 101  ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????   ??????????????????????????????   ????????????????????????????????????????????   ??????????????????????????????????????????????,0
2888,1.16E+18,1.16E+18,8/10/2019,harshal25624831,The person who tries to keep everyone happy often end up feeling the loneliest????????    pic.twitter.com/bycoisYJ9A,"['#quotes', '#loneliness', '#sad']",The person who tries to keep everyone happy often end up feeling the loneliest???????? #quotes #loneliness #sad pic.twitter.com/bycoisYJ9A,0
2898,1.16E+18,1.16E+18,8/10/2019,kamellia369,"    ??, ??? ?????? ?????????????.  --- ???????????? ??????? ??????? ???????:) ????????? ????????? ??????? ???????????? ??????? ???????????? pic.twitter.com/GSIrFcABIp","['#balloon', '#loneliness', '#study']","#balloon #loneliness #study  ??, ??? ?????? ?????????????.  --- ???????????? ??????? ??????? ???????:) ????????? ????????? ??????? ???????????? ??????? ???????????? pic.twitter.com/GSIrFcABIp",0
2900,1.16E+18,1.16E+18,8/10/2019,marlastromberg,"“As social creatures we need to make social connections... nowadays we don’t band together to hunt for food. We need adequately maintained friendships to ward off , which can lead to depression, immune system disorders, disease-causing inflammation”.  pic.twitter.com/XPnlrQCyHH","['#loneliness', '#thesleepdoctor']","“As social creatures we need to make social connections... nowadays we don’t band together to hunt for food. We need adequately maintained friendships to ward off #loneliness, which can lead to depression, immune system disorders, disease-causing inflammation”. #TheSleepDoctor pic.twitter.com/XPnlrQCyHH",0
2915,1.16E+18,1.16E+18,8/10/2019,call_vageta,"Being single is not that bad, you got time stay focus on your plans and goals, you don’t even have to deal with drama. Until 11pm hits and loneliness comes along ????   ","['#sadniggahours', '#kidcudi', '#loneliness']","Being single is not that bad, you got time stay focus on your plans and goals, you don’t even have to deal with drama. Until 11pm hits and loneliness comes along ???? #sadniggahours #kidcudi #loneliness",1
2918,1.16E+18,1.16E+18,8/10/2019,issa_arli,A boo would be nice but nobody loves me ????,"['#loneliness', '#singlelife']",A boo would be nice but nobody loves me ???? #loneliness #singlelife,1
2927,1.16E+18,1.16E+18,8/9/2019,foreverhitsuk,Now playing  -  on Forever Hits,"['#tomcraft', '#loneliness']",Now playing #Tomcraft - #Loneliness on Forever Hits,0
2934,1.16E+18,1.16E+18,8/9/2019,rushiighatage,????? ?? ???? ?? ?? ??? ????? ??? ??..!,"['#nightthoughts', '#loneliness']",????? ?? ???? ?? ?? ??? ????? ??? ??..!  #nightthoughts #loneliness,0
2937,1.16E+18,1.16E+18,8/9/2019,mossamam,Staying alone .. Meditation time ... Sufian Session ...  :),['#loneliness'],Staying alone .. Meditation time ... Sufian Session ... #Loneliness :),0
2943,1.16E+18,1.16E+18,8/9/2019,dearpeanut,What are you doing if you feel lonely?,"['#loneliness', '#thoughts']",What are you doing if you feel lonely? #loneliness #thoughts,0
2987,1.16E+18,1.16E+18,8/9/2019,zombiecharl,Premier League starts today???? it will definitely keep my mind off things.,"['#loneliness', '#football']",Premier League starts today???? it will definitely keep my mind off things. #loneliness #football,0
2997,1.16E+18,1.16E+18,8/9/2019,healingcfsme,Relation and connection are not somewhere and sometimes but everywhere and always' Emerson,"['#loneliness', '#healing', '#quote']",Relation and connection are not somewhere and sometimes but everywhere and always' Emerson #loneliness #healing #quote,0
3003,1.16E+18,1.16E+18,8/9/2019,melanthefox,WHO THE FUCK WANTS TO be my friend and talk about some random shit? I has the lonelies ????    pic.twitter.com/5fVLFsmCbT,"['#loneliness', '#friends', '#stonedaf']",WHO THE FUCK WANTS TO be my friend and talk about some random shit? I has the lonelies ???? #loneliness #friends #stonedaf pic.twitter.com/5fVLFsmCbT,1
3004,1.16E+18,1.16E+18,8/9/2019,lyric_and_lines," again,  my oldest,  only friend.","['#alone', '#loneliness']","#alone again, #loneliness my oldest,  only friend.",1
3009,1.16E+18,1.16E+18,8/9/2019,carolpecker,How far a lonely person can go.   pic.twitter.com/GbdKxgZodH,['#loneliness'],How far a lonely person can go. #loneliness  pic.twitter.com/GbdKxgZodH,0
3018,1.16E+18,1.16E+18,8/18/2019,tessmcguinness,"I can't get the images of  out of my mind. Everywhere was busy. It's not like there's no money around,  more like there's no will to change the status quo. ","['#hopelessness', '#homelessness']","I can't get the images of #hopelessness out of my mind. Everywhere was busy. It's not like there's no money around,  more like there's no will to change the status quo. #homelessness",0
3045,1.16E+18,1.16E+18,8/10/2019,theinoe,"Where are you right now? At a cross-road of  with despair & ? Calm down! Jesus Christ knows where you are, how to get you out & how to get you back to life....Not just an empty life but a purposeful, meaningful, abundant & an eternal life! ","['#life', '#hopelessness', '#prayer4dunsaved2019']","Where are you right now? At a cross-road of #life with despair & #hopelessness? Calm down! Jesus Christ knows where you are, how to get you out & how to get you back to life....Not just an empty life but a purposeful, meaningful, abundant & an eternal life! #Prayer4DUnsaved2019",0
3064,1.16E+18,1.16E+18,8/6/2019,dorje_sdooing,"If you have NEVER experienced , you can’t pass—& shouldn’t be passing— on decisions people make out of hopelessness & utter desperation.  Trust me, I know!   to the hopeless, they’ll buy it!","['#hopelessness', '#judgement', '#sellhope']","If you have NEVER experienced #hopelessness, you can’t pass—& shouldn’t be passing—#judgement on decisions people make out of hopelessness & utter desperation.  Trust me, I know!  #SellHope to the hopeless, they’ll buy it!",0
3065,1.16E+18,1.16E+18,8/6/2019,i_am_joli_anne,I’m 4 anything that’ll help but gun laws/background checks aren’t enough. We have a  problem n this country. Until we alleviate the unnecessary suffering n this country we will continue 2 experience the consequences. Hurt ppl hurt ppl. Love & support prevents & HEALS,['#hopelessness'],I’m 4 anything that’ll help but gun laws/background checks aren’t enough. We have a #hopelessness problem n this country. Until we alleviate the unnecessary suffering n this country we will continue 2 experience the consequences. Hurt ppl hurt ppl. Love & support prevents & HEALS,0
3083,1.16E+18,1.16E+18,8/3/2019,han64021,How can i impress my crush if i always start acting weird when she talks to me or near me,['#hopelessness'],#Hopelessness How can i impress my crush if i always start acting weird when she talks to me or near me,0
3128,1.16E+18,1.16E+18,7/28/2019,psychiatristbpl,One of the common misunderstandings about depression is that it's similar to feeling sad or down. Sometimes a people with hopelessness feels depression or vice versa.     pic.twitter.com/iS5JSTQKPP,"['#hopelessness', '#depressiondoctor', '#depression']",One of the common misunderstandings about depression is that it's similar to feeling sad or down. Sometimes a people with hopelessness feels depression or vice versa.  #hopelessness #depressiondoctor #depression pic.twitter.com/iS5JSTQKPP,0
3161,1.15E+18,1.15E+18,7/22/2019,ohmeohmy1,"Wont be watching Veronica Mars anymore. Wasnt it enough that she lost Lilly, Duncan and her own mother? Ya gotta strip her of everything? Theres got to be something uplifting in a show that makes you wanna keep watching. Makers of Veronice Mars you screwed up. BAD. ",['#hopelessness'],"Wont be watching Veronica Mars anymore. Wasnt it enough that she lost Lilly, Duncan and her own mother? Ya gotta strip her of everything? Theres got to be something uplifting in a show that makes you wanna keep watching. Makers of Veronice Mars you screwed up. BAD. #Hopelessness",0
3164,1.15E+18,1.15E+18,7/22/2019,beingwomanuk,"Join us for a chat over tea on the 26th of July, Friday at 05:00 PM to share your thoughts and inspire others on “ from ”! Venue: Costa Rica, Bahria Phase 7 CUPSHUP - “Where communities meet, opinions are valued and stories are heard”  pic.twitter.com/gdxq3FKZbK","['#hope', '#hopelessness', '#becausewecare']","Join us for a chat over tea on the 26th of July, Friday at 05:00 PM to share your thoughts and inspire others on “#Hope from #Hopelessness”! Venue: Costa Rica, Bahria Phase 7 CUPSHUP - “Where communities meet, opinions are valued and stories are heard” #becausewecare pic.twitter.com/gdxq3FKZbK",0
3211,1.15E+18,1.15E+18,7/9/2019,boomer12k,"When I meditated and was healthy, i was much happier and contented...when I had my stroke in the 90's, less so. With my maladies and  burnout last decade, even more less so. The  was pervasive. Discovering this technique gave me some emotional control back...  pic.twitter.com/YS6sWOvlr3","['#thyroid', '#hopelessness']","When I meditated and was healthy, i was much happier and contented...when I had my stroke in the 90's, less so. With my maladies and #Thyroid burnout last decade, even more less so. The #hopelessness was pervasive. Discovering this technique gave me some emotional control back...  pic.twitter.com/YS6sWOvlr3",1
3242,1.14E+18,1.14E+18,6/27/2019,themoodydiary,??????????   i can't wait for the bridge to eventually collapse so i don't need to jump off myself. ????   pic.twitter.com/lMO6Tds2He,"['#hopelessness', '#?']",??????????   i can't wait for the bridge to eventually collapse so i don't need to jump off myself. ???? #hopelessness #? pic.twitter.com/lMO6Tds2He,1
3265,1.14E+18,1.14E+18,6/19/2019,msterrybrown,Days are really hard. Some of them are excruciating. Sometimes I can’t see the end.,"['#anxiety', '#hopelessness', '#solitude']",Days are really hard. Some of them are excruciating. Sometimes I can’t see the end. #Anxiety #Hopelessness #Solitude,1
3272,1.14E+18,1.14E+18,6/18/2019,mrgbolzy,"That moment when the President of a country declares that’s its God that will punish suicide bombers in the country, you know the country is in a state of emergency. ",['#hopelessness'],"That moment when the President of a country declares that’s its God that will punish suicide bombers in the country, you know the country is in a state of emergency. #hopelessness",0
3274,1.14E+18,1.14E+18,6/18/2019,jackfax2005,"I didn't think it was your job to fix ""Poverty"". I think that if you and  were to  there would be a lot less  in the neighborhoods.","['#fakemayor', '#doyourjob', '#hopelessness']","I didn't think it was your job to fix ""Poverty"". I think that if you and #FakeMayor were to #DoYourJob there would be a lot less #Hopelessness in the neighborhoods.",0
3320,1.14E+18,1.14E+18,6/5/2019,tonbofa,May God restore your hope today.    pic.twitter.com/jpwLKNRLMO,"['#followlife', '#hopelessness', '#tonbofa']",May God restore your hope today. #followlife #hopelessness #tonbofa pic.twitter.com/jpwLKNRLMO,0
3331,1.14E+18,1.14E+18,6/2/2019,innerfreedom4,I don't know what leads more to  and  Getting invalidated or getting ignored with crying for help with .,"['#hopelessness', '#desperation', '#depression']",I don't know what leads more to #hopelessness and #desperation Getting invalidated or getting ignored with crying for help with #depression.,1
3360,1.13E+18,1.13E+18,5/25/2019,tactlessttc,Today has not turned out to be a good day.     pic.twitter.com/jCG6EZ14Ea,"['#infertilitysucks', '#infertility', '#hopelessness']",Today has not turned out to be a good day. #infertilitysucks #infertility #hopelessness  pic.twitter.com/jCG6EZ14Ea,1
3362,1.13E+18,1.13E+18,5/25/2019,mruna19tweets,"THE BASICS! Long ladders, nets, air mattresses which could have saved more lives were missing from the fire brigades. This is what we talk abt whn we say that WE NEED basic amenities rather than splurging money on building statues!  ","['#hopelessness', '#suratfiretragedy']","THE BASICS! Long ladders, nets, air mattresses which could have saved more lives were missing from the fire brigades. This is what we talk abt whn we say that WE NEED basic amenities rather than splurging money on building statues! #HOPELESSNESS #SuratFireTragedy",0
3363,1.13E+18,1.13E+18,5/24/2019,percept555,It's never too late to give up on your dreams ??,"['#existentialcrisis', '#nihilism', '#hopelessness']",It's never too late to give up on your dreams ?? #existentialcrisis #nihilism #hopelessness,0
3422,1.13E+18,1.13E+18,5/13/2019,psychiatristbpl,Hopelessness is thought to result from a negative appraisal system and interact with suicide schema and lead to suicidal behavior.    pic.twitter.com/MwaMxzy59G,"['#hopelessness', '#sadness', '#negative_thoughts']",Hopelessness is thought to result from a negative appraisal system and interact with suicide schema and lead to suicidal behavior. #hopelessness #sadness #negative_thoughts pic.twitter.com/MwaMxzy59G,0
3423,1.13E+18,1.13E+18,5/12/2019,michellelewing," is an erosion of the soul - caused by . People in positions of power who live a life of abundance and priviledge can use a hopeless population to reinforce their own agendas. DON'T let them use you by offering 'false hope'. ""Hope deferred makes the heart sick""  pic.twitter.com/17Aa4ABsx5","['#hate', '#hopelessness']","#Hate is an erosion of the soul - caused by #hopelessness. People in positions of power who live a life of abundance and priviledge can use a hopeless population to reinforce their own agendas. DON'T let them use you by offering 'false hope'. ""Hope deferred makes the heart sick""  pic.twitter.com/17Aa4ABsx5",0
3433,1.13E+18,1.13E+18,5/11/2019,allinallmjc,"Re: problems that continue to perplex us all:  Say not…“There is no silver bullet!”  (This is “being only human”, which is draining, and leads to )  But say…“There is no silver bullet,…YET!  (Acknowledges our divinity as well, is fulfilling, and gives us )","['#hopelessness', '#hope']","Re: problems that continue to perplex us all:  Say not…“There is no silver bullet!”  (This is “being only human”, which is draining, and leads to #hopelessness)  But say…“There is no silver bullet,…YET!  (Acknowledges our divinity as well, is fulfilling, and gives us #hope)",0
3454,1.13E+18,1.13E+18,5/6/2019,thefightmasster,"It’s a painfully hopeless life to live, with the mistake of keep trying not to hope of hoping not making more mistakes.  pic.twitter.com/fUuOChsdyf",['#hopelessness'],"It’s a painfully hopeless life to live, with the mistake of keep trying not to hope of hoping not making more mistakes.#Hopelessness  pic.twitter.com/fUuOChsdyf",0
3486,1.12E+18,1.12E+18,5/1/2019,englishfinal19,The Hate U Give shows hopelessness when Maverick is thrown onto the road by police without reason and is searched multiple times while his kids have to watch the police abuse their power because they can,"['#hopelessness', '#theme']",The Hate U Give shows hopelessness when Maverick is thrown onto the road by police without reason and is searched multiple times while his kids have to watch the police abuse their power because they can #hopelessness #theme,0
3516,1.12E+18,1.12E+18,4/26/2019,lorenzozanirato,If you want to witness how fucked this society is pass by a school on a rainy day like today,['#hopelessness'],If you want to witness how fucked this society is pass by a school on a rainy day like today  #hopelessness,0
3528,1.12E+18,1.12E+18,4/24/2019,kristine3108,"""At the root of every  is a kind of  - a hopelessness  which springs from the fear that we are nothing and nobody, that nobody  loves us and wants us, that nothing good will ever again happen to us.","['#sin', '#hopelessness']","""At the root of every #sin is a kind of #hopelessness - a hopelessness  which springs from the fear that we are nothing and nobody, that nobody  loves us and wants us, that nothing good will ever again happen to us.",0
3549,1.12E+18,1.12E+18,4/19/2019,allinallmjc,"Where there is the “need” for , there is ! For the strong, it is a false hope. And for the weak, it is no hope.","['#willpower', '#hopelessness']","Where there is the “need” for #willpower, there is #hopelessness! For the strong, it is a false hope. And for the weak, it is no hope.",0
3562,1.12E+18,1.12E+18,4/17/2019,rubiaabrar,?????????? ?????? ?????????? ???????? ?? ??????  ???? ?????????? ???????? ???????? ??????   ???????? ?????? ???????? ?????? ???????? ????  ?????? ?????? ???? ???? ???????? ??????,['#hopelessness'],?????????? ?????? ?????????? ???????? ?? ??????  ???? ?????????? ???????? ???????? ??????   ???????? ?????? ???????? ?????? ???????? ????  ?????? ?????? ???? ???? ???????? ??????   #hopelessness,0
3569,1.12E+18,1.12E+18,4/16/2019,shivamdixit_17,|  | Youngsters need to speak against their family when they are wrong     ???????? ???? ?? ??? ?? ???? ?????? ??? ?????? ???? ?? ??? ?????: ?????????? ??? pic.twitter.com/9NusC7RpLi,"['#hopelessness', '#this_is_sad']",| #Hopelessness | Youngsters need to speak against their family when they are wrong #This_Is_Sad    ???????? ???? ?? ??? ?? ???? ?????? ??? ?????? ???? ?? ??? ?????: ?????????? ??? pic.twitter.com/9NusC7RpLi,0
3620,1.11E+18,1.11E+18,4/1/2019,ranal55,The lies we believe ensnare us.      pic.twitter.com/d1TlxzGsAg,"['#quote', '#lies', '#hopelessness']",The lies we believe ensnare us.  #quote #lies #hopelessness  pic.twitter.com/d1TlxzGsAg,0
3626,1.11E+18,1.11E+18,3/31/2019,janaalcorn,Never thrive on the hopelessness of another regardless how adverse the relationship may be. Hopelessness is hell’s nuclear bomb.,"['#hope', '#hoperising', '#hopelessness']",Never thrive on the hopelessness of another regardless how adverse the relationship may be. Hopelessness is hell’s nuclear bomb. #hope #hoperising #hopelessness,0
3650,1.11E+18,1.11E+18,3/25/2019,catbear955,"This morning, I’m resetting my world view. I can’t imagine not being able to save my child, my friend, my parent, or the stranger standing next to me from gun violence. Survivor guilt is brutal. Let us agree that modern mass shootings must stop. ",['#hopelessness'],"This morning, I’m resetting my world view. I can’t imagine not being able to save my child, my friend, my parent, or the stranger standing next to me from gun violence. Survivor guilt is brutal. Let us agree that modern mass shootings must stop. #hopelessness",0
3660,1.11E+18,1.11E+18,3/21/2019,mariamaamoun,What do we expect from a system where health care and education are among the most profitable commercial businesses?!,['#hopelessness'],What do we expect from a system where health care and education are among the most profitable commercial businesses?! #Hopelessness,0
3686,1.11E+18,1.11E+18,3/16/2019,endtimewisdom,is dangerous and deadly; hopeless people has nothing to loose.   sure children and young people are nurtured to be hopeful and see the beighter side of life.  RRM.,"['#hopelessness', '#make']",#hopelessness is dangerous and deadly; hopeless people has nothing to loose.  #make sure children and young people are nurtured to be hopeful and see the beighter side of life.  RRM.,0
3714,1.10E+18,1.10E+18,3/8/2019,stephenlaras,Why we loose hope in ourself When people demotivate us...,"['#hopelessness', '#tryingtobecool']",Why we loose hope in ourself When people demotivate us... #hopelessness #tryingtobecool,0
3724,1.10E+18,1.10E+18,3/5/2019,trot_bot,OMG! The commanding staff soon sensing the  of the situation of the country estimated at 70 billion,['#hopelessness'],OMG! The commanding staff soon sensing the #hopelessness of the situation of the country estimated at 70 billion,0
3727,1.10E+18,1.10E+18,3/3/2019,vettie67,Funny GIFs needed please!! Having a DARK BLUE day—-wondering what I got my 4 kids into after I’m dead.,"['#hopelessness', '#blue']",Funny GIFs needed please!! Having a DARK BLUE day—-wondering what I got my 4 kids into after I’m dead. #hopelessness #blue,0
3745,1.10E+18,1.10E+18,2/23/2019,imanenan332,There’s an old saying about a place called “hell” where bad people go to after they die. The worst part about hell is not the flame ! It’s the hopelessness! And I think this’s part of hell that a person with depression really taste... the hopelessness.,"['#hopeless', '#hopelessness']",There’s an old saying about a place called “hell” where bad people go to after they die. The worst part about hell is not the flame ! It’s the hopelessness! And I think this’s part of hell that a person with depression really taste... the hopelessness.  #hopeless #hopelessness,0
3747,1.10E+18,1.10E+18,2/22/2019,lisasprandel1,Lost my job 3 1/2 months ago. Broke my back 2 weeks later.. bank account laughs when I need to pay bills or buy food..    I’ll keep fighting this up hill battle till I can’t but I need a vacation to reboot or find life!,"['#anxiety', '#depression', '#hopelessness']",Lost my job 3 1/2 months ago. Broke my back 2 weeks later.. bank account laughs when I need to pay bills or buy food.. #anxiety #depression #hopelessness I’ll keep fighting this up hill battle till I can’t but I need a vacation to reboot or find life!,1
3758,1.10E+18,1.10E+18,2/18/2019,lisamurtay,#NAME?,['#hopelessness'],"- “A” Socialist’s Esteemed Gift - when gazing from your throne at all the minions & masses below humbly & respectfully give them the gift that keeps on giving and thereto declare them equal, in every way, to one another.  #Hopelessness",0
3759,1.10E+18,1.10E+18,2/18/2019,mariaavia,"""Hopelessness. The children of blame are..."" from ""The 7 Habits of Highly...""   pic.twitter.com/m58kQNa0L1",['#hopelessness'],"""Hopelessness. The children of blame are..."" from ""The 7 Habits of Highly..."" #Hopelessness  pic.twitter.com/m58kQNa0L1",0
3761,1.10E+18,1.10E+18,2/17/2019,gret99zky,Sometimes you just know.      pic.twitter.com/GuyYIRBjJr,"['#oilers', '#nhl', '#hopelessness']",Sometimes you just know.  #Oilers #NHL #hopelessness  pic.twitter.com/GuyYIRBjJr,0
3763,1.10E+18,1.10E+18,2/16/2019,lillianblau,"10:48   Would it be considered getting dressed if I put on a bra and jeans? I could remove the robe too... brush my hair?  Mood low, so it was a temporary elevation. I wish I could have enjoyed it.   ","['#inpatient', '#hopelessness', '#keeptalkingmh']","10:48 #inpatient  Would it be considered getting dressed if I put on a bra and jeans? I could remove the robe too... brush my hair?  Mood low, so it was a temporary elevation. I wish I could have enjoyed it.  #hopelessness #keepTalkingMH",1
3767,1.10E+18,1.10E+18,2/15/2019,visor_play,"Hope is beginning to leave my body, one step at a time.  ",['#hopelessness'],"Hope is beginning to leave my body, one step at a time.  #hopelessness",1
3771,1.10E+18,1.10E+18,2/15/2019,jyotibabel,"Some days the  settles in the soul. The eyes don't twinkle, the lips forget to  and the  sinks.","['#hopelessness', '#smile', '#heart']","Some days the #hopelessness settles in the soul. The eyes don't twinkle, the lips forget to #smile and the #heart sinks.",0
3796,1.09E+18,1.09E+18,2/5/2019,godsqueens,A person with a broken spirit gives up............ nothing but  keeps them up....... and suicide tells them their time is up (Proverbs 15:13),['#hopelessness'],A person with a broken spirit gives up............ nothing but #hopelessness keeps them up....... and suicide tells them their time is up (Proverbs 15:13),0
3798,1.09E+18,1.09E+18,2/4/2019,apothegmdaily,"I once heard that insecurities come in three types: A feeling of helplessness, a feeling of hopelessness, and a feeling of worthlessness.    ","['#insecurity', '#worthlessness', '#hopelessness']","I once heard that insecurities come in three types: A feeling of helplessness, a feeling of hopelessness, and a feeling of worthlessness.  #insecurity #worthlessness #hopelessness",0
3843,1.09E+18,1.09E+18,1/23/2019,radselfloveco,", , and  all serve very important roles in our lives. A much more important role that a positive tag line, designed in most part, to silence them, or you (e.g. “it could be worse”)!  We aren’t one size fits all.","['#anger', '#sadness', '#hopelessness']","#anger, #sadness, and #hopelessness all serve very important roles in our lives. A much more important role that a positive tag line, designed in most part, to silence them, or you (e.g. “it could be worse”)!  We aren’t one size fits all.",0
3873,1.08E+18,1.08E+18,1/12/2019,thefightmasster,No.  Poverty is without any hope of money or things that require money.  pic.twitter.com/rldrBbhpv0,['#hopelessness'],No.  Poverty is without any hope of money or things that require money.#Hopelessness  pic.twitter.com/rldrBbhpv0,0
3891,1.08E+18,1.08E+18,1/8/2019,samevex5,gelo.. abis baca ini.. sedih jg yaahh..   it's a very familiar sad feeling and i don't want to be this kind of mother but sometimes i can't help but feel like i'm falling into an inescapable toxic cycle..  i just.. want to cry.. ????    pic.twitter.com/ViQTrHoVRb,"['#patahsemangat', '#hopelessness']",gelo.. abis baca ini.. sedih jg yaahh..   it's a very familiar sad feeling and i don't want to be this kind of mother but sometimes i can't help but feel like i'm falling into an inescapable toxic cycle..  i just.. want to cry.. ???? #patahsemangat #hopelessness  pic.twitter.com/ViQTrHoVRb,1
3894,1.08E+18,1.08E+18,1/8/2019,magentawig,"Ever reach a point in your life when you realize you'll be broke in a couple years, and you just feel like IF MY BIG BREAK IS COMING, PLEASE LET IT BE NOW?   ","['#depression', '#hopelessness']","Ever reach a point in your life when you realize you'll be broke in a couple years, and you just feel like IF MY BIG BREAK IS COMING, PLEASE LET IT BE NOW?  #depression #hopelessness",1
3899,1.08E+18,1.08E+18,1/4/2019,atchsean,Nobody cares in real life and nobody cares here. I'm gonna stop sharing my nightmares to people who are more worried about likes than actually helping a person out.,"['#sicknotweak', '#keeptalkingmh', '#hopelessness']",Nobody cares in real life and nobody cares here. I'm gonna stop sharing my nightmares to people who are more worried about likes than actually helping a person out. #SickNotWeak #KeepTalkingMH #Hopelessness,1
3915,1.08E+18,1.08E+18,12/31/2018,h_ibutt,"You look tired, and a bit too quiet.... is it the silence of hopelessness ?   ","['#naaumeedi', '#hopelessness', '#silence']","You look tired, and a bit too quiet.... is it the silence of hopelessness ? #naaumeedi #hopelessness #silence",1
3916,1.08E+18,1.08E+18,12/31/2018,timburt,"Hopelessness and  want to take you down. Don’t let them! Let this change your life! CRITICAL SHORT READ: “ and Discouragement are a Curse! Give Them No Place in Your Life!”  wp.mebpavSn,eic  pic.twitter.com/p9d4WYb3JS","['#discouragement', '#hopelessness']","Hopelessness and #discouragement want to take you down. Don’t let them! Let this change your life! CRITICAL SHORT READ: “#Hopelessness and Discouragement are a Curse! Give Them No Place in Your Life!”  wp.mebpavSn,eic  pic.twitter.com/p9d4WYb3JS",0
3959,1.08E+18,1.08E+18,12/20/2018,rinahaust,"?????????? 10 ???????? ??????????, ???????? ??????, ??????! how can I understand that shit??? why is that so fast? ????  ","['#sadness', '#hopelessness']","?????????? 10 ???????? ??????????, ???????? ??????, ??????! how can I understand that shit??? why is that so fast? ???? #sadness #hopelessness",1
4013,1.07E+18,1.07E+18,11/30/2018,wawajir,"Wajir county is becoming more of fucked  up crib since August 2017.   and nightmare   Economical shutdown,blackout,tribalism, inter-clan clashes, Impunity,staged managed Africa cinema,influx of non locals and many problems.  #",['#hopelessness'],"Wajir county is becoming more of fucked  up crib since August 2017.  #HOPELESSNESS and nightmare   Economical shutdown,blackout,tribalism, inter-clan clashes, Impunity,staged managed Africa cinema,influx of non locals and many problems.  #WeFeelLikeToMigrate#",0
4017,1.07E+18,1.07E+18,11/29/2018,designedconvict,It is the first purpose of  to make  bearable. Robert Brault,"['#hope', '#hopelessness']",It is the first purpose of #hope to make #hopelessness bearable. Robert Brault,0
4021,1.07E+18,1.07E+18,11/29/2018,jehane94,"Suicide, at 50-year peak    pic.twitter.com/ORXFwCDC6G","['#capitalism', '#hopelessness', '#incomegap']","Suicide, at 50-year peak #Capitalism #Hopelessness #IncomeGap pic.twitter.com/ORXFwCDC6G",0
4028,1.07E+18,1.07E+18,11/28/2018,lorenzozanirato,Bui Bui Ah Boi dressed and acting like an uncle his eyes glued to the phone screen Sitting down at the first free seat,['#hopelessness'],Bui Bui Ah Boi dressed and acting like an uncle his eyes glued to the phone screen Sitting down at the first free seat  #hopelessness,0
6,6.83E+17,6.83E+17,12/31/2015,brooke_blue96,Headed home from Dallas to bury my dog that we've had for 15 years...    ????????????????,"['#imdying', '#imissmypuppy', '#depressed']",Headed home from Dallas to bury my dog that we've had for 15 years... #imdying #imissmypuppy #depressed ????????????????,1
15,6.83E+17,6.83E+17,12/31/2015,troiansxbells,Seriously!? Abigail finds Chad in bed with Belle.. Well Chabby just sunk & I don't think they'll come back from that..,"['#depressed', '#days']",Seriously!? Abigail finds Chad in bed with Belle.. Well Chabby just sunk & I don't think they'll come back from that.. #depressed #Days,0
20,6.83E+17,6.83E+17,12/31/2015,gshank72,Getting ready for night shift tnite!!,"['#depressed', '#newyearseve']",Getting ready for night shift tnite!! #depressed #NewYearsEve,1
24,6.83E+17,6.83E+17,12/31/2015,angel_is_dead,So the guy I like…pretend to liked me*sigh*…hating life a lot… I feel like I'll never be happy again…,"['#depressed', '#singleforever', '#selfhate']",So the guy I like…pretend to liked me*sigh*…hating life a lot… I feel like I'll never be happy again… #depressed #singleforever #selfhate,1
30,6.83E+17,6.83E+17,12/31/2015,eminemfreak23,One of the most saddening disappointing moments of my life was when trix cereal stopped making their cereal into different shapes,['#depressed'],One of the most saddening disappointing moments of my life was when trix cereal stopped making their cereal into different shapes #depressed,0
42,6.83E+17,6.83E+17,12/31/2015,antoinettemcsd,365/365? Another step closer towards death.,['#depressed'],365/365? Another step closer towards death. #depressed,1
43,6.83E+17,6.83E+17,12/31/2015,alightinthedrk,No I'm not  for my life.,"['#thankful', '#depressed']",No I'm not #thankful for my life. #depressed,1
44,6.83E+17,6.83E+17,12/31/2015,alightinthedrk,"Being back in my hometown, such little time I get for myself to be  as I truely am. Feel so choked by pretending I'm okay.",['#depressed'],"Being back in my hometown, such little time I get for myself to be #depressed as I truely am. Feel so choked by pretending I'm okay.",1
45,6.83E+17,6.83E+17,12/31/2015,alightinthedrk,Maybe the reason I get so  in February is the rebound from the,"['#depressed', '#holidays']",Maybe the reason I get so #depressed in February is the rebound from the #holidays,1
46,6.83E+17,6.83E+17,12/31/2015,alightinthedrk,Going through  are like going through .,"['#holidays', '#hell', '#depressed']",Going through #holidays are like going through #hell. #depressed,1
49,6.83E+17,6.83E+17,12/31/2015,alightinthedrk,People are so thankful for their life around . I get  because I don't feel anything.,"['#newyears', '#depressed', '#truth']",People are so thankful for their life around #newyears. I get #depressed because I don't feel anything. #truth,1
51,6.83E+17,6.83E+17,12/31/2015,montalvocountry,"Hope 2016 is a better year for me, 2015 wasn't good. Hope things can go right in my life. ",['#depressed'],"Hope 2016 is a better year for me, 2015 wasn't good. Hope things can go right in my life. #depressed",1
53,6.83E+17,6.83E+17,12/31/2015,jkm_kamar,2015 grand finale: Kalusha messes Phone and Laptop. .,['#depressed'],2015 grand finale: Kalusha messes Phone and Laptop. #Depressed.,0
