,id,conversation_id,date,username,tweet_processed,hashtags,tweet_original,target
1760,6.82431E+17,6.82431E+17,12/31/2015,hannahdctr_,"""Depression, a strange yet comforting company.”    ","['#thesemicolonproject', '#depression', '#anxiety']","""Depression, a strange yet comforting company.” #TheSemiColonProject #depression #anxiety pic.twitter.com/QiR2UImrZ4",1
1761,6.8243E+17,6.8243E+17,12/31/2015,smiley123sky,Honestly I wouldn't I get why im the last choice for everything ??   ,['#depression'],Honestly I wouldn't I get why im the last choice for everything ?? #depression  pic.twitter.com/BotdQE4eAJ,1
1774,6.82424E+17,6.82424E+17,12/31/2015,conservative220,: 1 in 4  businesses are forced out of business because of the ongoing Economic,"['#likely2016headlines', '#american', '#depression']",#Likely2016Headlines : 1 in 4 #American businesses are forced out of business because of the ongoing Economic #Depression,0
1780,6.82421E+17,6.82421E+17,12/31/2015,lolatyou22,"Being so fucking composed all the time is getting tiring, I need to have a mental breakdown at some point   ","['#life', '#mental', '#depression']","Being so fucking composed all the time is getting tiring, I need to have a mental breakdown at some point #life #mental #depression",1
1794,6.82415E+17,6.82415E+17,12/31/2015,eliteassistsa,It's a  when your neighbor loses his job; it's a  when you lose yours.,"['#recession', '#depression']",It's a #recession when your neighbor loses his job; it's a #depression when you lose yours.,0
1796,6.82415E+17,6.82415E+17,12/31/2015,plainjames85,That moment when your depression kicks in even more....,['#depression'],That moment when your depression kicks in even more....#depression,1
1800,6.82414E+17,6.82414E+17,12/31/2015,lilla_pete,"Up at 4am, angsty about not able to exercise (injury), desperate to run away on adventure .. Fucking, fuck; Black Dog's hunting ",['#depression'],"Up at 4am, angsty about not able to exercise (injury), desperate to run away on adventure .. Fucking, fuck; Black Dog's hunting #depression",1
1804,6.82412E+17,6.82412E+17,12/31/2015,melissakaizer28,For all those out there suffering with  and or  this is for you ,"['#depression', '#anxiety']",For all those out there suffering with #depression and or #anxiety this is for you pic.twitter.com/J3sXMMGjO0,0
1810,6.8241E+17,6.8241E+17,12/31/2015,lilikoyl,Sometimes the most difficult thing for a person is facing themselves.,['#depression'],Sometimes the most difficult thing for a person is facing themselves. #depression,1
1815,6.82405E+17,6.82405E+17,12/31/2015,n0peeeeee,Rt if you're a depression or Ed acc.  Follow everyone who RT's this!  I will too! Ready? GO!,"['#depression', '#ed', '#folloback']",Rt if you're a depression or Ed acc.  Follow everyone who RT's this!  I will too! Ready? GO!  #depression #ed #folloback,0
1821,6.82403E+17,6.82403E+17,12/31/2015,edgeless_living,A whopping 9% of adults in America are depressed. Another 3.4% are deeply depressed. Let's Talk!,"['#depression', '#helpme', '#iwantpeace']",A whopping 9% of adults in America are depressed. Another 3.4% are deeply depressed. Let's Talk! #depression #helpme #iwantpeace,0
1822,6.82402E+17,6.82402E+17,12/31/2015,1l0v34ppl3p13,Ever feel like just not eating...or drinking anything?,"['#depression', '#ihatewhoiam']",Ever feel like just not eating...or drinking anything? #depression #ihatewhoiam,1
1833,6.82395E+17,6.82395E+17,12/31/2015,junemante,"It's hard not to be part of the 22, remain strong and get HELP   ","['#depression', '#veteransuicide', '#veteranslivesmatter']","It's hard not to be part of the 22, remain strong and get HELP #depression #VeteranSuicide #VeteransLivesMatter pic.twitter.com/7IW2u0CZMA",1
1842,6.82393E+17,6.82393E+17,12/31/2015,sweebellajae,"What's worse,  I don't want her knowing my whereabouts.   I'm tired of the , the  & not being able to live life.","['#depression', '#tears']","What's worse,  I don't want her knowing my whereabouts.   I'm tired of the #depression, the #tears & not being able to live life.",1
1843,6.82393E+17,6.82393E+17,12/31/2015,edgeless_living,You don't have to be sad because of depression! Get help. Get clear!,"['#depression', '#helpme', '#iwantpeace']",You don't have to be sad because of depression! Get help. Get clear!  #depression #helpme #iwantpeace,0
1849,6.82392E+17,6.82392E+17,12/31/2015,kydodger,"I hate this feeling, but I brought it on myself   I hope that those I have hurt won't give up on me ??","['#angerproblems', '#depression']","I hate this feeling, but I brought it on myself #angerproblems #depression I hope that those I have hurt won't give up on me ??",1
1852,6.8239E+17,6.8239E+17,12/31/2015,stephenblong,"And if the Black Dog comes for me again this new year, perhaps this time I will have a brighter lantern to face the night. ",['#depression'],"And if the Black Dog comes for me again this new year, perhaps this time I will have a brighter lantern to face the night. #depression",1
1853,6.8239E+17,6.8239E+17,12/31/2015,nads_cotnol11,I've never dream to love him,"['#depression', '#love']",I've never dream to love him #depression #love,0
1859,6.82385E+17,6.82385E+17,12/31/2015,abg_marketplace,"RT WeedFeed ""Physicians have Recommended  for the Treatment of  Since 1621 -  …  pic.twitter.com/LboHmD9dj9""","['#cannabis', '#depression']","RT WeedFeed ""Physicians have Recommended #Cannabis for the Treatment of #Depression Since 1621 -  …  pic.twitter.com/LboHmD9dj9""",0
1867,6.82382E+17,6.82382E+17,12/31/2015,edgeless_living,"""Worrying does not empty tomorrow of its troubles, it empties today of its strength.""    ","['#depression', '#helpme', '#iwantpeace']","""Worrying does not empty tomorrow of its troubles, it empties today of its strength."" - Corrie   #depression #helpme #iwantpeace",0
1875,6.82381E+17,6.82381E+17,12/31/2015,dis4depression,"""Anxiety is like a tornado, the most violent, horrific, and destructive atmospheric phenomenon""  ","['#depression', '#anxiety']","""Anxiety is like a tornado, the most violent, horrific, and destructive atmospheric phenomenon"" #depression #anxiety pic.twitter.com/bouB66RDi0",0
1894,6.82376E+17,6.82374E+17,12/31/2015,hplehkonen,I really wish I would have more time to draw blog  about . I'm sure they'd be helpful to many...,"['#comics', '#depression']",I really wish I would have more time to draw blog #comics about #depression. I'm sure they'd be helpful to many...,0
1904,6.82373E+17,6.82373E+17,12/31/2015,judemillerburke,Holiday  and  is common. Design your own holiday celebration. ,"['#loneliness', '#depression']",Holiday #loneliness and #depression is common. Design your own holiday celebration.  pic.twitter.com/IlzTt2D8IQ,0
1917,6.82367E+17,6.82367E+17,12/31/2015,hollylegresley,Laughter is vital medicine if you suffer  or . Have a giggle on me :)  ,"['#anxiety', '#depression', '#healingthoughts']",Laughter is vital medicine if you suffer #anxiety or #depression. Have a giggle on me :) #healingthoughts pic.twitter.com/aOXYOYoDWr,1
1928,6.82366E+17,6.82366E+17,12/31/2015,siliconvaltms,is in the news a lot for treating  and other conditions; but what is it? Contact us to learn more!  ,"['#tms', '#depression']",#TMS is in the news a lot for treating #depression and other conditions; but what is it? Contact us to learn more!  pic.twitter.com/b7gmpnhksf,0
1956,6.82357E+17,6.82357E+17,12/31/2015,bettyhammer1,talked about suicidal ideation with a friend last night.she confessed to having a plan of jumping off a bridge.I had no idea.,['#depression'],talked about suicidal ideation with a friend last night.she confessed to having a plan of jumping off a bridge.I had no idea.#depression,1
1965,6.82352E+17,6.82352E+17,12/31/2015,peace123412,ur best is plenty good enough 4 anyone or anything that is meant 4U??Don't let ppl nor circumstances kill you??,"['#suicideprevention', '#depression']",ur best is plenty good enough 4 anyone or anything that is meant 4U??Don't let ppl nor circumstances kill you??#suicideprevention #depression,0
1968,6.82352E+17,6.82352E+17,12/31/2015,facebookguide2,RT talkspace  costs companies $52 billion/year in absenteeism & reduced productivity; results in 400 million lost work days/year…,['#depression'],RT talkspace #Depression costs companies $52 billion/year in absenteeism & reduced productivity; results in 400 million lost work days/year…,0
