,id,conversation_id,date,username,tweet_processed,hashtags,tweet_original,target
929,8.11E+17,8.11E+17,12/20/2016,staywelloh,Nearly 1 in 2 men feel  over the  period,"['#depressed', '#christmas']",Nearly 1 in 2 men feel #depressed over the #Christmas period,0
930,8.11E+17,8.11E+17,12/20/2016,lydylyd,It's lke everyone around me is feeling all festive and there me like all  and with me  lkke sky high not feeling festive,"['#depressed', '#anxiety']",It's lke everyone around me is feeling all festive and there me like all #depressed and with me #anxiety lkke sky high not feeling festive,1
931,8.11E+17,8.11E+17,12/20/2016,alexjmcguinness,I'll give in to happiness when it shows its self  ,"['#depression', '#depressed']",I'll give in to happiness when it shows its self #depression #depressed,0
938,8.11E+17,8.11E+17,12/20/2016,deanec64,"I'm , , Crying, and just feeling fucking Lousy today. I need a friend today to Perk me up. Hopefully. or least lend a ear.","['#lonely', '#depressed']","I'm #lonely, #Depressed, Crying, and just feeling fucking Lousy today. I need a friend today to Perk me up. Hopefully. or least lend a ear.",1
952,8.11E+17,8.11E+17,12/20/2016,pun_dragon_,??íïyou will be ok??íï    pic.twitter.com/qNSQ2CDuZX,"['#depressed', '#depression', '#anxiety']",??íïyou will be ok??íï #depressed #depression #anxiety pic.twitter.com/qNSQ2CDuZX,0
961,8.11E+17,8.11E+17,12/20/2016,tonyrincon,Bout to break out my secret Santa gift after taking this fatass L in fantasy...   pic.twitter.com/rXmMEsoOPJ,['#depressed'],Bout to break out my secret Santa gift after taking this fatass L in fantasy... #Depressed  pic.twitter.com/rXmMEsoOPJ,0
963,8.11E+17,8.11E+17,12/20/2016,reboldkylie,Goodnight everyone hope you had a good day!   and everything between,"['#sad', '#depressed']",Goodnight everyone hope you had a good day! #Sad #Depressed and everything between,1
965,8.11E+17,8.11E+17,12/20/2016,spoonie_speaks,Today is probably one of the worst days of my life and idk what to do  ,"['#fml', '#depressed']",Today is probably one of the worst days of my life and idk what to do #fml #depressed,1
966,8.11E+17,8.11E+17,12/20/2016,centralohangler,I don't have any gifs to suit my mood for once  ,"['#depressed', '#offline']",I don't have any gifs to suit my mood for once #depressed #offline,1
967,8.11E+17,8.11E+17,12/20/2016,lady_malfoyx,Maybe I am writting to much..    * going to bed* ..,"['#nox', '#depressed', '#tired']",Maybe I am writting to much.. #nox #depressed #tired * going to bed* ..,0
972,8.11E+17,8.11E+17,12/20/2016,missemmamm,"Ppl think it's just so easy to change your whole life, but it's not. Ugh, money ",['#depressed'],"Ppl think it's just so easy to change your whole life, but it's not. Ugh, money #depressed",1
980,8.11E+17,8.11E+17,12/19/2016,kristenringman,"Using one of my favorite movies of all time to express my feelings is sometimes...more just validation than healing, I suppose.   pic.twitter.com/HzUFRLMgKC",['#depressed'],"Using one of my favorite movies of all time to express my feelings is sometimes...more just validation than healing, I suppose. #depressed  pic.twitter.com/HzUFRLMgKC",1
985,8.11E+17,8.11E+17,12/19/2016,____houston,My kids really spending Christmas without me lmao I'm liable to hop on a flight ,['#depressed'],My kids really spending Christmas without me lmao I'm liable to hop on a flight #depressed,1
992,8.11E+17,8.11E+17,12/19/2016,alexjmcguinness,"Why the fuck am I hanging on this long, why don't I just kill myself? Oh yeah because I still have false hope.  ","['#depression', '#depressed']","Why the fuck am I hanging on this long, why don't I just kill myself? Oh yeah because I still have false hope. #depression #depressed",1
1002,8.11E+17,8.11E+17,12/19/2016,julebug,"So, that new  movie was a real hoot ??íÄ???≥  ","['#starwars', '#depressed', '#mustwatchepisodeivrightnow']","So, that new #StarWars movie was a real hoot ??íÄ???≥ #depressed #mustwatchEpisodeIVrightnow",0
1008,8.11E+17,8.11E+17,12/19/2016,thomas_kilger,And as quickly as it entered my life it left. You will surely be missed. Goodbye for now bee filter! Until next time ,['#depressed'],And as quickly as it entered my life it left. You will surely be missed. Goodbye for now bee filter! Until next time #depressed,0
1009,8.11E+17,8.11E+17,12/19/2016,lollygal,I just wanna stay up all night play FFXV and not go to work tomorrow.. ,['#depressed'],I just wanna stay up all night play FFXV and not go to work tomorrow.. #depressed,0
1011,8.11E+17,8.11E+17,12/19/2016,wingcap0,"I try to be optimistic, but it just gets hard when all attempts to try are met with failure. ",['#depressed'],"I try to be optimistic, but it just gets hard when all attempts to try are met with failure. #depressed",0
1014,8.15E+17,8.15E+17,12/31/2016,allentien, seriously increases the risk both of developing and also dying from heart disease,['#depression'],#depression seriously increases the risk both of developing and also dying from heart disease,0
1017,8.15E+17,8.15E+17,12/31/2016,bmac2668,Wouldn't it be great if you looked forward to every tomorrow with the same anticipation you do New Year's?   ,"['#nye', '#depression', '#tbi']",Wouldn't it be great if you looked forward to every tomorrow with the same anticipation you do New Year's? #NYE #depression #TBI,0
1020,8.15E+17,8.15E+17,12/31/2016,styleworks_uk,"Happy New Year to you all! Remember the power to make it/you, a happy one, is in yourself  ","['#mindfulness', '#depression']","Happy New Year to you all! Remember the power to make it/you, a happy one, is in yourself #Mindfulness #depression",0
1034,8.15E+17,8.15E+17,12/31/2016,thegreatasby,It appears that my bffs  &  decided to stop by today making it impossible to leave the house. ,"['#anxiety', '#depression', '#lifewithmentalillness']",It appears that my bffs #anxiety & #depression decided to stop by today making it impossible to leave the house. #LifeWithMentalIllness,0
1035,8.15E+17,8.15E+17,12/31/2016,oldtownhypno,"The first step to beating  or  is to take responsibility for yourself, stop blaming others or circumstances","['#anxiety', '#depression']","The first step to beating #anxiety or #depression is to take responsibility for yourself, stop blaming others or circumstances",0
1043,8.15E+17,8.15E+17,12/31/2016,phdev85,It's only 40 minutes before the  arrives an the  months begin. Look after yourselves and others speak about your problems  pic.twitter.com/gDHivI7EAN,"['#newyear', '#depression']",It's only 40 minutes before the #newyear arrives an the #depression months begin. Look after yourselves and others speak about your problems  pic.twitter.com/gDHivI7EAN,0
1044,8.15E+17,8.15E+17,12/31/2016,karinkoppitz,Is it true that what ever doesn't killl you makes you stronger?   I'm not so sure.    pic.twitter.com/RzFBCeaGn2,"['#depression', '#anxiety', '#struggles']",Is it true that what ever doesn't killl you makes you stronger?   I'm not so sure. #depression #Anxiety #struggles pic.twitter.com/RzFBCeaGn2,0
1060,8.15E+17,8.15E+17,12/31/2016,me_bpd,"I want 2 wish every Amazing person I've met & conversed on Twitter Health, love & happiness for 2017! Thank u guys??íô ","['#sicknotweak', '#depression']","I want 2 wish every Amazing person I've met & conversed on Twitter Health, love & happiness for 2017! Thank u guys??íô#SickNotWeak #depression",0
1061,8.15E+17,8.15E+17,12/31/2016,carbrown1995,Just wish people understood mental illness   ,"['#ptsd', '#depression', '#eatingdisorder']",Just wish people understood mental illness #ptsd #depression #eatingdisorder,0
1068,8.15E+17,8.15E+17,12/31/2016,karoly_h,"Starting 5 positive things exercise,again. It's just writing down 5 good things that happened. It helps with surviving bad days. ",['#depression'],"Starting 5 positive things exercise,again. It's just writing down 5 good things that happened. It helps with surviving bad days. #depression",0
1082,8.15E+17,8.15E+17,12/31/2016,fakecvnt,"I would do one of the friends of 2016 lists, only problem is I need friends to make that  ","['#depression', '#ineedtodie']","I would do one of the friends of 2016 lists, only problem is I need friends to make that #depression #Ineedtodie",1
1091,8.15E+17,8.15E+17,12/31/2016,oldtownhypno," is caused by low serotonin. Serotonin motivates, hence why depressed people have no motivation. Activity creates serotonin",['#depression'],"#depression is caused by low serotonin. Serotonin motivates, hence why depressed people have no motivation. Activity creates serotonin",0
1102,8.15E+17,8.15E+17,12/31/2016,bipolarising,Youve lost weight howd you do it?  Depression fueled apathy toward food and life in general.  I havent tried that yet! ???í ,['#depression'],Youve lost weight howd you do it?  Depression fueled apathy toward food and life in general.  I havent tried that yet! ???í #depression,1
1109,8.15E+17,8.15E+17,12/31/2016,bipolarising,Fighting with exboyfriend-  Me: I need space.  Him: Maybe if you didn't take so many meds... Me: hahahahahaha   ,"['#bipolar', '#depression']",Fighting with exboyfriend-  Me: I need space.  Him: Maybe if you didn't take so many meds... Me: hahahahahaha  #Bipolar #depression,1
1113,8.15E+17,8.15E+17,12/31/2016,bipolarising,"Current mood: Jealous of bears... or Snow White... or Rumplestiltsken. I just want to sleep for a few months, ok?  ","['#bipolar', '#depression']","Current mood: Jealous of bears... or Snow White... or Rumplestiltsken. I just want to sleep for a few months, ok? #Bipolar #depression",1
1132,8.15E+17,8.15E+17,12/31/2016,thinkinabsolute,"Makeup on, comfy yet nice looking jeans and top on. Ok, we can do this.   ","['#oncemoreintothebreaches', '#anxiety', '#depression']","Makeup on, comfy yet nice looking jeans and top on. Ok, we can do this. #oncemoreintothebreaches #anxiety #depression",1
1137,8.15E+17,8.15E+17,12/31/2016,fr1zzl3d,My 10 days off work is almost over and I‚Äôve spent probably about 70% of it in bed.  Thank you ,['#depression'],My 10 days off work is almost over and I‚Äôve spent probably about 70% of it in bed.  Thank you #depression,1
1138,8.15E+17,8.15E+17,12/31/2016,patientanon,*waves white flag* I completely got up on the bottom side of the bed. I'm trying to do everything to feel better.  ,"['#depression', '#menopause']",*waves white flag* I completely got up on the bottom side of the bed. I'm trying to do everything to feel better. #depression #menopause,1
1143,8.15E+17,8.15E+17,12/31/2016,depressedinfo,People with depression are 4x more likely to have a heart attack ,['#depression'],People with depression are 4x more likely to have a heart attack #depression,0
1159,8.15E+17,8.15E+17,12/31/2016,dear_rvti,New year's eve is so sad to me because it's when my most beloved band split up.    ???ñ,"['#depression', '#newyearseve', '#motleycrue']",New year's eve is so sad to me because it's when my most beloved band split up. #depression #NewYearsEve #MotleyCrue ???ñ,0
1179,8.15E+17,8.15E+17,12/31/2016,innocentbaalak,As a child I was scared of monsters beneath the bed. Now that I'm older I realize the monster Is me.   ,"['#depression', '#poetry']",As a child I was scared of monsters beneath the bed. Now that I'm older I realize the monster Is me.  #Depression #Poetry,1
1210,8.15E+17,8.15E+17,12/31/2016,schatzieb,Everyone responds differently to  . Some patients take longer before noticing a difference in how they feel. .,"['#tms', '#treatment', '#depression']",Everyone responds differently to #TMS #treatment. Some patients take longer before noticing a difference in how they feel. #depression.,0
1221,8.15E+17,8.15E+17,12/31/2016,jashnm,Happy new year... 2017 Bye bye the year of ,['#depression'],Happy new year... 2017 Bye bye the year of #depression,0
1223,8.15E+17,8.15E+17,12/31/2016,thebubblyrebel,"I'm okay.  , Thank you for staying when everyone else left.",['#depression'],"I'm okay. #Depression , Thank you for staying when everyone else left.",1
1236,8.15E+17,8.15E+17,12/31/2016,collaredmom,"Honestly considering grabbing a cider, putting on Forest Gump and having a good ugly cry.  ","['#depression', '#biteme2016']","Honestly considering grabbing a cider, putting on Forest Gump and having a good ugly cry. #depression #biteme2016",0
1243,8.15E+17,8.15E+17,12/31/2016,nationalbishop,Pray for all communities and individuals facing mental health crises.  ,"['#depression', '#suicideawareness']",Pray for all communities and individuals facing mental health crises. #depression #suicideawareness,0
1254,8.15E+17,8.15E+17,12/31/2016,omgtweetroundup,"Live in the present, live in the now!     pic.twitter.com/uBd53HFV3z","['#realism', '#depression', '#present']","Live in the present, live in the now!  #realism #depression #present pic.twitter.com/uBd53HFV3z",0
1256,8.15E+17,8.15E+17,12/31/2016,shaned75,Have u been secretly battling /? Make 2017 the year you tell someone & seek help. You deserve 2 be happy! ,"['#depression', '#anxiety', '#sicknotweak']",Have u been secretly battling #depression/#anxiety? Make 2017 the year you tell someone & seek help. You deserve 2 be happy! #SickNotWeak,0
1261,8.15E+17,8.15E+17,12/31/2016,ss_final,"‚ÄúI couldn‚Äôt be with people and I didn‚Äôt want to be alone."" ",['#depression'],"‚ÄúI couldn‚Äôt be with people and I didn‚Äôt want to be alone."" #depression",1
1263,8.15E+17,8.15E+17,12/31/2016,stage2david,"On this day of resolutions and celebration, thinking kind thoughts for everyone fighting ",['#depression'],"On this day of resolutions and celebration, thinking kind thoughts for everyone fighting #depression",1
1281,8.15E+17,8.15E+17,12/31/2016,timetotalkmh,Determined to cut the string but have no scissors or knife and I'm  too weak to break it.    pic.twitter.com/bPkMtyrl3t,"['#depression', '#chronicillness']",Determined to cut the string but have no scissors or knife and I'm  too weak to break it.  #depression #ChronicIllness pic.twitter.com/bPkMtyrl3t,1
1333,8.15E+17,8.15E+17,12/31/2016,scorpio_319,Yes I have  but I refuse to give up I'm going to keep fighting,['#depression'],Yes I have #depression but I refuse to give up I'm going to keep fighting,1
1347,8.15E+17,8.15E+17,12/31/2016,geekparagon,"Live a normal life and have friends and go out and have fun, believe me. But my    etc all stop that. Not by choice???¢","['#anxiety', '#ptsd', '#depression']","Live a normal life and have friends and go out and have fun, believe me. But my #anxiety #ptsd #depression etc all stop that. Not by choice???¢",1
1351,8.15E+17,8.15E+17,12/31/2016,1_gazza,It's been a strange year. I beat  at last. I started 2 believe that  it really is2017 I'm ready ???Ö,"['#depression', '#anythingispossible']",It's been a strange year. I beat #depression at last. I started 2 believe that #anythingispossible it really is2017 I'm ready#HAPPYNEWYEAR ???Ö,0
1366,8.15E+17,8.15E+17,12/31/2016,allarrdd,A few hours till 2017... If you told me i would still be here 4 years ago i would have never believed you. ,['#depression'],A few hours till 2017... If you told me i would still be here 4 years ago i would have never believed you. #depression,1
1396,8.15E+17,8.15E+17,12/31/2016,emydoeslife,Starting to feel really anxious and sad and empty. ,['#depression'],Starting to feel really anxious and sad and empty. #depression,1
1422,8.15E+17,8.15E+17,12/31/2016,heyy_charlie,Fuck fuck fuck fuck    pic.twitter.com/1euSw97Anz,"['#badbrainday', '#depression']",Fuck fuck fuck fuck #badbrainday #depression  pic.twitter.com/1euSw97Anz,1
1429,8.15E+17,8.15E+17,12/31/2016,salienceneuro, is in the news a lot for treating  and other conditions; but what is it? Contact us to learn more!  pic.twitter.com/3cOsMwidYM,"['#tms', '#depression']",#TMS is in the news a lot for treating #depression and other conditions; but what is it? Contact us to learn more!  pic.twitter.com/3cOsMwidYM,0
1431,8.15E+17,8.15E+17,12/31/2016,azizitheawesome,An hour and 35 minutes till 2017 come. I'm still depressed and hopeless. Feel really shitty.  ,"['#depression', '#bipolar']",An hour and 35 minutes till 2017 come. I'm still depressed and hopeless. Feel really shitty. #depression #bipolar,1
1436,8.15E+17,8.15E+17,12/31/2016,justcallmemug,I know  can't just go and my  will always rear it's ugly head. But I need to get better.,"['#depression', '#ocd']",I know #depression can't just go and my #OCD will always rear it's ugly head. But I need to get better.,1
1439,8.15E+17,8.15E+17,12/31/2016,akeleykhush,"Overall, right now, and that's what matters, I am happier and stronger than I was on the same day last year  ","['#depression', '#bipolardisorder']","Overall, right now, and that's what matters, I am happier and stronger than I was on the same day last year #depression #bipolardisorder",0
1444,8.15E+17,8.15E+17,12/31/2016,akeleykhush,"I managed a continuous 118 day remission in  in 2016,though it was preceded by one of the longest&toughest episodes of depression",['#depression'],"I managed a continuous 118 day remission in #depression in 2016,though it was preceded by one of the longest&toughest episodes of depression",0
1454,8.15E+17,8.15E+17,12/31/2016,bethrajohnston,Less than an hour into the year & someone has already upset me. Just put me down ???ß   ,"['#bpd', '#depression', '#anxiety']",Less than an hour into the year & someone has already upset me. Just put me down ???ß #BPD #depression #Anxiety,0
1459,8.15E+17,8.15E+17,12/31/2016,darkpiggies,"Dissociation is quite something. Weird to be disconnected from internal feeling, the senses and the environment. Bless serotonin ",['#depression'],"Dissociation is quite something. Weird to be disconnected from internal feeling, the senses and the environment. Bless serotonin #depression",0
1466,8.15E+17,8.15E+17,12/31/2016,tms_you,"If you want a  treatment with little/no side effects, then you want to ask for  Therapy! pic.twitter.com/fJgV89iagH","['#depression', '#tms']","If you want a #depression treatment with little/no side effects, then you want to ask for #TMS Therapy! pic.twitter.com/fJgV89iagH",0
1467,8.15E+17,8.15E+17,12/31/2016,satsumi,"Happy New Year!! Here's to 2017, believe me, it can't go any worse than 2016 did. Yay for 2017! Lol.  ","['#lifewithdepression', '#depression']","Happy New Year!! Here's to 2017, believe me, it can't go any worse than 2016 did. Yay for 2017! Lol. #lifewithdepression #depression",0
1477,8.15E+17,8.15E+17,12/31/2016,vgvalhalla,30 mins apart. In the second pic I have managed to get my mask on before I left to celebrate new years.   pic.twitter.com/vwwWtD7vMk,"['#depression', '#unmasked']",30 mins apart. In the second pic I have managed to get my mask on before I left to celebrate new years. #depression #unmasked pic.twitter.com/vwwWtD7vMk,1
1478,8.15E+17,8.15E+17,12/31/2016,myselfandhealth,Tweeting about mental illness doesn't make you brave. Having the courage every day to battle an invisible enemy does.  ,"['#depression', '#anxiety']",Tweeting about mental illness doesn't make you brave. Having the courage every day to battle an invisible enemy does. #depression #anxiety,0
1482,8.15E+17,8.15E+17,12/31/2016,avalon,"Only difference being that now I hurt more than so, because  led me to vertebral, sacral, radial fractures. GG N1 2016.",['#depression'],"Only difference being that now I hurt more than so, because #depression led me to vertebral, sacral, radial fractures. GG N1 2016.",1
1504,8.15E+17,8.15E+17,12/31/2016,nlodepression,Any suggestions for helping recurring ?  pic.twitter.com/wmHXU2rJCs,['#depression'],Any suggestions for helping recurring #Depression?  pic.twitter.com/wmHXU2rJCs,1
1520,8.15E+17,8.15E+17,12/31/2016,nagmanimous,Huhhh fuck... wish me luck!   ,"['#depression', '#toomuchrightnow', '#wishfuldrinking']",Huhhh fuck... wish me luck! #Depression #TooMuchRightNow #WishfulDrinking,0
1536,8.15E+17,8.15E+17,12/31/2016,darkpiggies,"Yes brain. This gloomy, sad, turbulent, low energy feeling is a sign of my certain death. Now is the time to get worried. ",['#depression'],"Yes brain. This gloomy, sad, turbulent, low energy feeling is a sign of my certain death. Now is the time to get worried. #depression",1
1550,8.15E+17,8.15E+17,12/31/2016,ss_final,"‚ÄúI didn‚Äôt want to wake up. I was having a much better time asleep. And that‚Äôs really sad."" ",['#depression'],"‚ÄúI didn‚Äôt want to wake up. I was having a much better time asleep. And that‚Äôs really sad."" #depression",1
1559,8.15E+17,8.15E+17,12/31/2016,darkpiggies,Forgot to take my SSRI yesterday. Didn't notice it that I didn't take the meds. Let's see what side-effects the day brings ,['#depression'],Forgot to take my SSRI yesterday. Didn't notice it that I didn't take the meds. Let's see what side-effects the day brings #depression,1
1568,8.15E+17,8.15E+17,12/31/2016,lucyslifeyt,to all of you with  and  who aren't looking forward to the new year. You aren't alone??íïfeel free to message me if you want,"['#anxiety', '#depression']",to all of you with #anxiety and #depression who aren't looking forward to the new year. You aren't alone??íïfeel free to message me if you want,0
1578,8.15E+17,8.15E+17,12/31/2016,ss_final,Cultivate supportive relationships in order to end ,['#depression'],Cultivate supportive relationships in order to end #depression,0
1581,8.15E+17,8.15E+17,12/31/2016,azizitheawesome,Trying my best to function as a normal human being. Feeling like a zombie.  ,"['#depression', '#bipolar']",Trying my best to function as a normal human being. Feeling like a zombie. #depression #bipolar,1
1607,8.15E+17,8.15E+17,12/31/2016,mis_n_formation,I need to get to a place where I can separate my disconnects from reality. So far the drugs aren't helping much.  ,"['#depression', '#anxiety']",I need to get to a place where I can separate my disconnects from reality. So far the drugs aren't helping much. #depression #Anxiety,1
1629,8.15E+17,8.15E+17,12/31/2016,ashpee_martian,I'm feeling a little down.. Time for bed.   ,"['#depression', '#sleepisfortheweak', '#fuck']",I'm feeling a little down.. Time for bed. #depression #sleepisfortheweak #fuck,1
1647,8.15E+17,8.15E+17,12/31/2016,mikhager,Sadness overcomes. Darkness beats light. Numbness is relief.  ,"['#sometimes', '#depression']",Sadness overcomes. Darkness beats light. Numbness is relief. #sometimes #depression,1
1675,8.15E+17,8.15E+17,12/31/2016,emmahelleur,"Jesus I love it when people say ""don't be such a d-buzz just be happier"". Omg I never thought of that! Hey a cure   pic.twitter.com/vXagPPBCKH",['#depression'],"Jesus I love it when people say ""don't be such a d-buzz just be happier"". Omg I never thought of that! Hey a cure #depression  pic.twitter.com/vXagPPBCKH",0
1686,8.15E+17,8.15E+17,12/31/2016,emydoeslife,Something nobody will read   .  pic.twitter.com/XQ5Qtey1B4,"['#writing', '#depression']",Something nobody will read  #writing #depression.  pic.twitter.com/XQ5Qtey1B4,0
1689,8.15E+17,8.15E+17,12/31/2016,bethrajohnston,Getting a temporary break in the  to enjoy Rounda Rousey's loss ???Ñ Abusive bitch deserved it. ,"['#depression', '#ufc207']",Getting a temporary break in the #depression to enjoy Rounda Rousey's loss ???Ñ Abusive bitch deserved it. #UFC207,0
1698,8.15E+17,8.15E+17,12/31/2016,mytruthmyself,This loneliness is a black hole in which I cannot seem to escape... ,"['#depression', '#loneliness']",This loneliness is a black hole in which I cannot seem to escape...#depression #loneliness,1
1703,8.15E+17,8.15E+17,12/31/2016,paulsonbabes,When the thing you cut with goes dull so you only get 3 good cuts in and the rest are just fails. Just fabulous! :/  ,['#depression'],When the thing you cut with goes dull so you only get 3 good cuts in and the rest are just fails. Just fabulous! :/  #depression,1
1708,8.15E+17,8.15E+17,12/31/2016,ss_final,"Try to understand the blackness, lethargy, hopelessness, and loneliness they‚Äôre going through. ",['#depression'],"Try to understand the blackness, lethargy, hopelessness, and loneliness they‚Äôre going through. #depression",0
1709,8.15E+17,8.15E+17,12/31/2016,shai_san_art,When ur father AND ur brother lost our transport card...    pic.twitter.com/ZvFZbIgIvo,"['#depression', '#lost', '#idiotfamily']",When ur father AND ur brother lost our transport card... #depression #lost #idiotfamily pic.twitter.com/ZvFZbIgIvo,0
1743,8.15E+17,8.15E+17,12/31/2016,fckitupgirl,Just read that isolation can lead to ?????????? I've never seen another human in my LIFE and I am FINE AhahhahahaHA,['#depression'],Just read that isolation can lead to #depression?????????? I've never seen another human in my LIFE and I am FINE AhahhahahaHA,0
1766,8.15E+17,8.15E+17,12/31/2016,melelizabeth28,38. I've realised you shouldn't be ashamed to admit you suffer from  and it's best out in the open ,"['#depression', '#randomfactsaboutme']",38. I've realised you shouldn't be ashamed to admit you suffer from #depression and it's best out in the open #randomfactsaboutme,1
1771,8.15E+17,8.15E+17,12/31/2016,outsidealone,Those days when you wish a hole would open beneath you and swallow you whole so your brain will shut the hell up ,['#depression'],Those days when you wish a hole would open beneath you and swallow you whole so your brain will shut the hell up #depression,1
1777,8.15E+17,8.15E+17,12/31/2016,jenniferradema,And the big black dog sat beside me and reminded me about ALL the pain and how chronic pain works4 whole year ahead    pic.twitter.com/6rUeGHan9B,"['#meshsucks', '#depression']",And the big black dog sat beside me and reminded me about ALL the pain and how chronic pain works4 whole year ahead #meshsucks #depression  pic.twitter.com/6rUeGHan9B,1
1783,8.15E+17,8.15E+17,12/31/2016,melelizabeth28,Always forget about  especially lately after suffering with  and trying to get better. Also I prefer ,"['#twitter', '#depression', '#instagram']",Always forget about #twitter especially lately after suffering with #depression and trying to get better. Also I prefer #instagram,1
1796,8.15E+17,8.15E+17,12/31/2016,im_not_okay0,Wanting to be skin   ???≠ pic.twitter.com/gzeDkX0Z71,"['#depression', '#anorexia']",Wanting to be skin #Depression #Anorexia ???≠ pic.twitter.com/gzeDkX0Z71,1
1807,8.15E+17,8.15E+17,12/31/2016,maryjayberger,Someone quoted and hash tagged one of my tweets once with ,['#depression'],Someone quoted and hash tagged one of my tweets once with #Depression,0
1821,8.15E+17,8.15E+17,12/31/2016,billysigudla,"Too much tasks at work can cause stress, , and even poor performance",['#depression'],"Too much tasks at work can cause stress, #depression, and even poor performance",0
1834,8.15E+17,8.15E+17,12/31/2016,tomgw3,"I really need to know which  composer wrote ""Bubbles,"" if only to know who to blame for my week-long melancholy... ","['#fireemblem', '#depression']","I really need to know which #FireEmblem composer wrote ""Bubbles,"" if only to know who to blame for my week-long melancholy... #depression",0
1838,8.15E+17,8.15E+17,12/31/2016,eli_santamariag,Always that shit! I'm going to be single like 4 ever   pic.twitter.com/PWlkFOYPrK,"['#depression', '#couplegoals']",Always that shit! I'm going to be single like 4 ever #depression #CoupleGoals pic.twitter.com/PWlkFOYPrK,1
1842,8.15E+17,8.15E+17,12/31/2016,little_laur,I'm screaming in the inside and I don't know how to make it stop   pic.twitter.com/q1rzFILkWE,['#depression'],I'm screaming in the inside and I don't know how to make it stop #depression  pic.twitter.com/q1rzFILkWE,1
1845,8.15E+17,8.15E+17,12/31/2016,lifecoachlesha,Anger replaced by love = calming. If we love Him all things (& whatever angers you) will work together for good.  ,"['#paraclete', '#depression']",Anger replaced by love = calming. If we love Him all things (& whatever angers you) will work together for good. #Paraclete #depression,0
1853,8.15E+17,8.15E+17,12/31/2016,firstcareak, therapy could be an effective option for treating  in adolescents.  pic.twitter.com/Dqo97PbLfn,"['#music', '#depression']",#Music therapy could be an effective option for treating #depression in adolescents.  pic.twitter.com/Dqo97PbLfn,0
1880,8.15E+17,8.15E+17,12/31/2016,motheangelofodd,I just want someone to look at me and be proud...I want to feel loved again...,['#depression'],I just want someone to look at me and be proud...I want to feel loved again...#depression,1
1882,8.15E+17,8.15E+17,12/31/2016,osaxy,"Sometimes tears are hard to dry wanting only to say goodbye, there's too much to do so let this life live for you. ?© ","['#sldquote', '#depression']","Sometimes tears are hard to dry wanting only to say goodbye, there's too much to do so let this life live for you. #SLDquote?© #Depression",0
1890,8.15E+17,8.15E+17,12/31/2016,wetcoastkat,Have realized much of this  is grief over things not being the way want them to be. Social media tears at wounds so hard to heal.,['#depression'],Have realized much of this #depression is grief over things not being the way want them to be. Social media tears at wounds so hard to heal.,1
1892,8.15E+17,8.15E+17,12/31/2016,ss_final, can be treated and you can feel better,['#depression'],#depression can be treated and you can feel better,0
1933,8.15E+17,8.15E+17,12/30/2016,ketaminesavedme,The incredible Dr. David Feifel and I. Wouldn't be alive if it wasn't for this man! Such an amazing person!    pic.twitter.com/UW3p1yD9EZ,"['#ketamine', '#depression', '#bipolar']",The incredible Dr. David Feifel and I. Wouldn't be alive if it wasn't for this man! Such an amazing person! #ketamine #depression #bipolar pic.twitter.com/UW3p1yD9EZ,1
1941,8.15E+17,8.15E+17,12/30/2016,mad_scots_wench,"Hate having , feels like I'm on an out of control roller coaster! ???≠ Keep being told 'snap out of it' - If only it was that easy!",['#depression'],"Hate having #Depression, feels like I'm on an out of control roller coaster! ???≠ Keep being told 'snap out of it' - If only it was that easy!",1
1942,8.15E+17,8.15E+17,12/30/2016,chatmark,Glad the way eastenders is doing Lee's storyline   ,"['#awareness', '#depression', '#yournotalone']",Glad the way eastenders is doing Lee's storyline #Awareness #depression #yournotalone,0
1945,8.15E+17,8.15E+17,12/30/2016,thatnutcase,  I am legitimately afraid of using social media. Too neurotic.,"['#facebook', '#depression']",#facebook #depression I am legitimately afraid of using social media. Too neurotic.,0
1948,8.15E+17,8.15E+17,12/30/2016,combatrrrock,it does but it's not   pic.twitter.com/NdjFnOqSFP,['#depression'],it does but it's not #depression  pic.twitter.com/NdjFnOqSFP,0
